Setup title,N-18-Id-Vg
Application test name,Id-Vg
Test date,3/9/2017
Test time,14:16:53
Device ID,
Vgate,Idrain,Isubs,Vsource,Vdrain,Vsubs,IdrainPerWg,IsubsPerWg,gm,gmPerWg
0,3.922E-11,-1.7E-10,0,0.01,0,3.922E-12,-1.7E-11,1.52E-10,1.51999999999999E-11
0.01,4.074E-11,1.695E-09,0,0.01,0,4.074E-12,1.695E-10,2.565E-10,2.565E-11
0.02,4.435E-11,-1.18E-10,0,0.01,0,4.435E-12,-1.18E-11,5.43E-10,5.43E-11
0.03,5.16E-11,5E-12,0,0.01,0,5.16E-12,5E-13,7.21E-10,7.21E-11
0.04,5.877E-11,1.15E-10,0,0.01,0,5.877E-12,1.15E-11,9.715E-10,9.715E-11
0.05,7.103E-11,5.27E-10,0,0.01,0,7.103E-12,5.27E-11,1.347E-09,1.347E-10
0.06,8.571E-11,-8.2E-11,0,0.01,0,8.571E-12,-8.2E-12,1.878E-09,1.878E-10
0.07,1.0859E-10,-5.5E-11,0,0.01,0,1.0859E-11,-5.5E-12,2.5785E-09,2.5785E-10
0.08,1.3728E-10,2.4E-11,0,0.01,0,1.3728E-11,2.4E-12,3.5005E-09,3.5005E-10
0.09,1.786E-10,-1.8E-10,0,0.01,0,1.786E-11,-1.8E-11,4.772E-09,4.772E-10
0.1,2.3272E-10,-5.2E-11,0,0.01,0,2.3272E-11,-5.2E-12,6.5775E-09,6.5775E-10
0.11,3.1015E-10,-6.5E-11,0,0.01,0,3.1015E-11,-6.5E-12,9.0905E-09,9.0905E-10
0.12,4.1453E-10,7.6E-11,0,0.01,0,4.1453E-11,7.6E-12,1.20285E-08,1.20285E-09
0.13,5.5072E-10,7E-12,0,0.01,0,5.5072E-11,7E-13,1.59245E-08,1.59245E-09
0.14,7.3302E-10,5.2E-10,0,0.01,0,7.3302E-11,5.2E-11,2.2214E-08,2.2214E-09
0.15,9.95E-10,-7.68E-10,0,0.01,0,9.95E-11,-7.68E-11,3.0215E-08,3.0215E-09
0.16,1.33732E-09,-2.05E-10,0,0.01,0,1.33732E-10,-2.05E-11,3.8709E-08,3.8709E-09
0.17,1.76918E-09,5.7E-10,0,0.01,0,1.76918E-10,5.7E-11,5.2862E-08,5.2862E-09
0.18,2.39456E-09,-5.5E-11,0,0.01,0,2.39456E-10,-5.5E-12,6.81085E-08,6.81085E-09
0.19,3.13135E-09,1.471E-09,0,0.01,0,3.13135E-10,1.471E-10,9.3004E-08,9.3004E-09
0.2,4.25464E-09,-9.6E-11,0,0.01,0,4.25464E-10,-9.6E-12,1.173865E-07,1.173865E-08
0.21,5.47908E-09,-1.82E-10,0,0.01,0,5.47908E-10,-1.82E-11,1.473525E-07,1.473525E-08
0.22,7.20169E-09,-1.69E-10,0,0.01,0,7.20169E-10,-1.69E-11,1.87862E-07,1.87862E-08
0.23,9.23632E-09,-1.21E-10,0,0.01,0,9.23632E-10,-1.21E-11,2.453055E-07,2.453055E-08
0.24,1.21078E-08,2.38E-09,0,0.01,0,1.21078E-09,2.38E-10,3.10594E-07,3.10594E-08
0.25,1.54482E-08,1.355E-09,0,0.01,0,1.54482E-09,1.355E-10,3.78145E-07,3.78145E-08
0.26,1.96707E-08,-1.69E-10,0,0.01,0,1.96707E-09,-1.69E-11,4.5761E-07,4.5761E-08
0.27,2.46004E-08,2.133E-09,0,0.01,0,2.46004E-09,2.133E-10,5.44034999999999E-07,5.44034999999999E-08
