0.01,0.00033405,,,,
0.02,0.00063857,,,,
0.03,0.0009226,,,,
0.04,0.0011832,,,,
0.05,0.0014265,,,,
0.06,0.0016482,,,,
0.07,0.0018554,,,,
0.08,0.0020455,,,,
0.09,0.0022193,,,,
0.1,0.0023785,,,,
0.11,0.0025242,,,,
0.12,0.0026557,,,,
0.13,0.0027778,,,,
0.14,0.0028871,,,,
0.15,0.0029879,,,,
0.16,0.0030802,,,,
0.17,0.0031627,,,,
0.18,0.00324,,,,
0.19,0.0033112,,,,
0.2,0.0033766,,,,
0.21,0.0034368,,,,
0.22,0.0034929,,,,
0.23,0.0035471,,,,
0.24,0.0035955,,,,
0.25,0.0036428,,,,
0.26,0.0036854,,,,
0.27,0.0037263,,,,
0.28,0.003766,,,,
0.29,0.0038047,,,,
0.3,0.0038412,,,,
0.31,0.0038766,,,,
0.32,0.0039112,,,,
0.33,0.0039439,,,,
0.34,0.0039763,,,,
0.35,0.0040093,,,,
0.36,0.004039,,,,
0.37,0.0040693,,,,
0.38,0.0040981,,,,
0.39,0.0041281,,,,
0.4,0.0041563,,,,
0.41,0.004185,,,,
0.42,0.0042125,,,,
0.43,0.0042403,,,,
0.44,0.0042672,,,,
0.45,0.0042923,,,,
0.46,0.0043213,,,,
0.47,0.0043466,,,,
0.48,0.0043725,,,,
0.49,0.0043987,,,,
0.5,0.0044237,,,,
0.51,0.004448,,,,
0.52,0.004473,,,,
0.53,0.0044995,,,,
0.54,0.0045233,,,,
0.55,0.004547,,,,
0.56,0.0045733,,,,
0.57,0.0045976,,,,
0.58,0.004622,,,,
0.59,0.0046457,,,,
0.6,0.0046703,,,,
0.61,0.0046955,,,,
0.62,0.0047178,,,,
0.63,0.0047424,,,,
0.64,0.0047655,,,,
0.65,0.0047908,,,,
0.66,0.004814,,,,
0.67,0.0048373,,,,
0.68,0.004861,,,,
0.69,0.0048843,,,,
0.7,0.0049084,,,,
0.71,0.0049313,,,,
0.72,0.0049548,,,,
0.73,0.0049788,,,,
0.74,0.0050002,,,,
0.75,0.0050241,,,,
0.76,0.0050475,,,,
0.77,0.0050697,,,,
0.78,0.0050918,,,,
0.79,0.0051169,,,,
0.8,0.0051376,,,,
0.81,0.0051632,,,,
0.82,0.005185,,,,
0.83,0.0052074,,,,
0.84,0.0052305,,,,
0.85,0.005254,,,,
0.86,0.0052774,,,,
0.87,0.005299,,,,
0.88,0.0053229,,,,
0.89,0.0053454,,,,
0.9,0.005369,,,,
0.91,0.0053903,,,,
0.92,0.0054149,,,,
0.93,0.0054357,,,,
0.94,0.0054587,,,,
0.95,0.0054807,,,,
0.96,0.0055029,,,,
0.97,0.0055244,,,,
0.98,0.0055479,,,,
0.99,0.0055694,,,,
1,0.0055915,,,,
1.01,0.0056147,,,,
1.02,0.0056368,,,,
1.03,0.0056604,,,,
1.04,0.005683,,,,
1.05,0.0057041,,,,
1.06,0.0057267,,,,
1.07,0.0057489,,,,
1.08,0.0057711,,,,
1.09,0.0057941,,,,
1.1,0.0058171,,,,
1.11,0.0058375,,,,
1.12,0.0058604,,,,
1.13,0.0058821,,,,
1.14,0.0059035,,,,
1.15,0.0059262,,,,
1.16,0.0059478,,,,
1.17,0.00597,,,,
1.18,0.0059919,,,,
1.19,0.006015,,,,
1.2,0.0060366,,,,
1.21,0.0060592,,,,
1.22,0.0060816,,,,
1.23,0.0061032,,,,
1.24,0.006124,,,,
1.25,0.0061463,,,,
1.26,0.0061672,,,,
1.27,0.006192,,,,
1.28,0.0062135,,,,
1.29,0.0062365,,,,
1.3,0.0062581,,,,
1.31,0.0062798,,,,
1.32,0.0063012,,,,
1.33,0.0063234,,,,
1.34,0.0063466,,,,
1.35,0.006368,,,,
1.36,0.0063903,,,,
1.37,0.0064124,,,,
1.38,0.006434,,,,
1.39,0.0064566,,,,
1.4,0.0064767,,,,
1.41,0.0064991,,,,
1.42,0.0065232,,,,
1.43,0.0065439,,,,
1.44,0.0065659,,,,
1.45,0.0065877,,,,
1.46,0.0066097,,,,
1.47,0.0066331,,,,
1.48,0.0066541,,,,
1.49,0.0066761,,,,
1.5,0.0066988,,,,
1.51,0.0067211,,,,
1.52,0.0067439,,,,
1.53,0.006766,,,,
1.54,0.0067884,,,,
1.55,0.0068107,,,,
1.56,0.0068329,,,,
1.57,0.0068555,,,,
1.58,0.0068783,,,,
1.59,0.0068988,,,,
1.6,0.0069214,,,,
1.61,0.0069431,,,,
1.62,0.0069644,,,,
1.63,0.0069875,,,,
1.64,0.0070073,,,,
1.65,0.0070299,,,,
1.66,0.0070535,,,,
1.67,0.0070742,,,,
1.68,0.0070973,,,,
1.69,0.0071193,,,,
1.7,0.0071425,,,,
1.71,0.007164,,,,
1.72,0.0071858,,,,
1.73,0.0072097,,,,
1.74,0.0072298,,,,
1.75,0.0072518,,,,
1.76,0.0072741,,,,
1.77,0.0072958,,,,
1.78,0.0073179,,,,
1.79,0.0073402,,,,
1.8,0.0073606,,,,
1.8,,,,,
