Setup title,N-18-Id-Vg
Application test name,Id-Vg
Test date,3/23/2017
Test time,12:05:30
Device ID,
Vgate,Idrain,Isubs,Vsource,Vdrain,Vsubs,IdrainPerWg,IsubsPerWg,gm,gmPerWg
0,1.752E-11,2.4E-10,0,0.01,0,1.752E-12,2.4E-11,-6.80000000000001E-11,-6.79999999999999E-12
0.01,1.684E-11,-1.1E-10,0,0.01,0,1.684E-12,-1.1E-11,3.72E-10,3.72E-11
0.02,2.496E-11,6E-10,0,0.01,0,2.496E-12,6E-11,-1.609E-09,-1.609E-10
0.03,-1.534E-11,1.5E-10,0,0.01,0,-1.534E-12,1.5E-11,-1.14E-10,-1.14E-11
0.04,2.268E-11,7.3E-10,0,0.01,0,2.268E-12,7.3E-11,2.7045E-09,2.7045E-10
0.05,3.875E-11,1.6E-10,0,0.01,0,3.875E-12,1.6E-11,1.295E-09,1.295E-10
0.06,4.858E-11,1.08E-09,0,0.01,0,4.858E-12,1.08E-10,5.9915E-10,5.9915E-11
0.07,5.0733E-11,4.5E-10,0,0.01,0,5.0733E-12,4.5E-11,8.9E-10,8.9E-11
0.08,6.638E-11,1.53E-09,0,0.01,0,6.638E-12,1.53E-10,-3.84165E-09,-3.84165E-10
0.09,-2.61E-11,6.9E-10,0,0.01,0,-2.61E-12,6.9E-11,2.8905E-09,2.8905E-10
0.1,1.2419E-10,1.28E-09,0,0.01,0,1.2419E-11,1.28E-10,8.1485E-09,8.1485E-10
0.11,1.3687E-10,8.3E-10,0,0.01,0,1.3687E-11,8.3E-11,6.51E-09,6.51E-10
0.12,2.5439E-10,9E-10,0,0.01,0,2.5439E-11,9E-11,1.13175E-08,1.13175E-09
0.13,3.6322E-10,1.32E-09,0,0.01,0,3.6322E-11,1.32E-10,1.21105E-08,1.21105E-09
0.14,4.966E-10,9.4E-10,0,0.01,0,4.966E-11,9.4E-11,1.53665E-08,1.53665E-09
0.15,6.7055E-10,-1E-11,0,0.01,0,6.7055E-11,-1E-12,2.103E-08,2.103E-09
0.16,9.172E-10,-2E-11,0,0.01,0,9.172E-11,-2E-12,2.91935E-08,2.91935E-09
0.17,1.25442E-09,-4E-11,0,0.01,0,1.25442E-10,-4E-12,3.6992E-08,3.6992E-09
0.18,1.65704E-09,-1.3E-10,0,0.01,0,1.65704E-10,-1.3E-11,4.92765E-08,4.92765E-09
0.19,2.23995E-09,-1.8E-10,0,0.01,0,2.23995E-10,-1.8E-11,6.37935E-08,6.37935E-09
0.2,2.93291E-09,2.7E-10,0,0.01,0,2.93291E-10,2.7E-11,8.79949999999999E-08,8.79949999999999E-09
0.21,3.99985E-09,1.23E-09,0,0.01,0,3.99985E-10,1.23E-10,1.176975E-07,1.176975E-08
0.22,5.28686E-09,1.09E-09,0,0.01,0,5.28686E-10,1.09E-10,1.463365E-07,1.463365E-08
0.23,6.92658E-09,1.6E-10,0,0.01,0,6.92658E-10,1.6E-11,1.85822E-07,1.85822E-08
0.24,9.0033E-09,1E-11,0,0.01,0,9.0033E-10,1E-12,2.41316E-07,2.41316E-08
0.25,1.17529E-08,-1.6E-10,0,0.01,0,1.17529E-09,-1.6E-11,3.0583E-07,3.0583E-08
0.26,1.51199E-08,7E-11,0,0.01,0,1.51199E-09,7E-12,3.83035E-07,3.83035E-08
0.27,1.94136E-08,-1E-10,0,0.01,0,1.94136E-09,-1E-11,4.6991E-07,4.6991E-08
0.28,2.45181E-08,1E-11,0,0.01,0,2.45181E-09,1E-12,5.47734999999999E-07,5.47734999999999E-08
0.29,3.03683E-08,-7E-11,0,0.01,0,3.03683E-09,-7E-12,6.80150000000001E-07,6.80150000000001E-08
