/M0/D X,/M0/D Y
0,-8.470329472543003e-22
0.01,0.000333683427065812
0.02,0.0006467009139476056
0.03,0.000939851968499609
0.04,0.001213894439872405
0.05,0.001469547197944942
0.06,0.001707492609060705
0.07000000000000001,0.001928378825873444
0.08,0.002132821907342178
0.09,0.002321407783356794
0.09999999999999999,0.002494694077085243
0.11,0.002653211796890748
0.12,0.002797466908556205
0.13,0.002927941797556216
0.14,0.003045096630224699
0.15,0.003149370621862805
0.16,0.003241183219110259
0.17,0.003320935203253579
0.18,0.003389009720558606
0.19,0.003445773245186204
0.2,0.003495098270838839
0.21,0.003540981558151502
0.2200000000000001,0.003583936339043888
0.2300000000000001,0.003624379993257295
0.2400000000000001,0.003662654854430349
0.2500000000000001,0.003699044348513544
0.2600000000000001,0.003733785139492196
0.2700000000000001,0.003767076389169116
0.2800000000000001,0.003799086900516286
0.2900000000000001,0.003829960688222608
0.3000000000000001,0.003859821366135436
0.3100000000000001,0.003888775634718452
0.3200000000000001,0.003916916076779482
0.3300000000000001,0.003944323416411992
0.3400000000000001,0.003971068357660438
0.3500000000000001,0.003997213091387944
0.3600000000000002,0.004022812538159093
0.3700000000000002,0.004047915379561068
0.3800000000000002,0.004072564918816216
0.3900000000000002,0.004096799802767343
0.4000000000000002,0.004120654630604534
0.4100000000000002,0.004144160469534408
0.4200000000000002,0.004167345293575232
0.4300000000000002,0.004190234358524091
0.4400000000000002,0.004212850523671628
0.4500000000000002,0.004235214528883116
0.4600000000000002,0.004257345234107563
0.4700000000000003,0.004279259827126576
0.4800000000000003,0.004300974004350603
0.4900000000000003,0.004322502128655894
0.5000000000000002,0.004343857367592538
0.5100000000000002,0.004365051814754297
0.5200000000000002,0.004386096596655812
0.5300000000000002,0.004407001967096327
0.5400000000000003,0.004427777390686945
0.5500000000000003,0.004448431616966046
0.5600000000000003,0.004468972746316922
0.5700000000000003,0.004489408288726586
0.5800000000000003,0.004509745216276887
0.5900000000000003,0.004529990010133747
0.6000000000000003,0.004550148702696445
0.6100000000000003,0.00457022691547798
0.6200000000000003,0.004590229893213566
0.6300000000000003,0.004610162534626966
0.6400000000000003,0.004630029420232102
0.6500000000000004,0.004649834837496528
0.6600000000000004,0.004669582803655395
0.6700000000000004,0.004689277086427269
0.6800000000000004,0.004708921222854031
0.6900000000000004,0.004728518536459299
0.7000000000000004,0.00474807215289907
0.7100000000000004,0.004767585014255704
0.7200000000000004,0.004787059892111434
0.7300000000000004,0.004806499399520863
0.7400000000000004,0.004825906001988946
0.7500000000000004,0.004845282027550116
0.7600000000000005,0.004864629676032701
0.7700000000000005,0.004883951027584666
0.7800000000000005,0.004903248050528459
0.7900000000000005,0.004922522608605981
0.8000000000000005,0.004941776467667672
0.8100000000000005,0.004961011301855551
0.8200000000000005,0.004980228699323676
0.8300000000000005,0.004999430167536489
0.8400000000000005,0.005018617138180251
0.8500000000000005,0.005037790971720937
0.8600000000000005,0.005056952961637305
0.8700000000000006,0.005076104338356024
0.8800000000000006,0.005095246272913255
0.8900000000000006,0.00511437988036435
0.9000000000000006,0.005133506222961466
0.9100000000000006,0.005152626313118088
0.9200000000000006,0.005171741116176264
0.9300000000000006,0.005190851552991568
0.9400000000000006,0.005209958502350392
0.9500000000000006,0.005229062803231601
0.9600000000000006,0.00524816525692406
0.9700000000000006,0.005267266629010975
0.9800000000000006,0.005286367651230444
0.9900000000000007,0.005305469023221072
1.000000000000001,0.005324571414162332
1.010000000000001,0.005343675464311504
1.020000000000001,0.005362781786455579
1.030000000000001,0.005381890967271145
1.040000000000001,0.005401003568606971
1.050000000000001,0.005420120128691904
1.060000000000001,0.005439241163272955
1.070000000000001,0.005458367166688698
1.080000000000001,0.005477498612882126
1.090000000000001,0.005496635956356449
1.100000000000001,0.005515779633078527
1.110000000000001,0.005534930061332169
1.120000000000001,0.005554087642525259
1.130000000000001,0.005573252761953368
1.140000000000001,0.005592425789522404
1.150000000000001,0.005611607080433291
1.160000000000001,0.005630796975830171
1.170000000000001,0.005649995803415412
1.180000000000001,0.005669203878032545
1.190000000000001,0.005688421502219751
1.200000000000001,0.005707648966734621
1.210000000000001,0.005726886551053261
1.220000000000001,0.005746134523843816
1.230000000000001,0.005765393143417427
1.240000000000001,0.005784662658156106
1.250000000000001,0.005803943306920525
1.260000000000001,0.005823235319437601
1.270000000000001,0.005842538916670226
1.280000000000001,0.00586185431116848
1.290000000000001,0.005881181707405298
1.300000000000001,0.00590052130209565
1.310000000000001,0.005919873284501461
1.320000000000001,0.005939237836722307
1.330000000000001,0.005958615133972717
1.340000000000001,0.005978005344847224
1.350000000000001,0.005997408631573193
1.360000000000001,0.006016825150252787
1.370000000000001,0.006036255051093647
1.380000000000001,0.006055698478630065
1.390000000000001,0.006075155571934126
1.400000000000001,0.00609462646481789
1.410000000000001,0.006114111286026809
1.420000000000001,0.006133610159425142
1.430000000000001,0.006153123204173101
1.440000000000001,0.006172650534897184
1.450000000000001,0.006192192261852834
1.460000000000001,0.006211748491080827
1.470000000000001,0.006231319324556973
1.480000000000001,0.006250904860336005
1.490000000000001,0.006270505192689285
1.500000000000001,0.0062901204122375
1.510000000000001,0.006309750606077749
1.520000000000001,0.006329395857905692
1.530000000000001,0.006349056248133042
1.540000000000001,0.006368731854000307
1.550000000000001,0.006388422749685506
1.560000000000001,0.006408129006408409
1.570000000000001,0.006427850692531143
1.580000000000001,0.006447587873654832
1.590000000000001,0.00646734061271257
1.600000000000001,0.006487108970059496
1.610000000000001,0.006506893003558618
1.620000000000001,0.006526692768664683
1.630000000000001,0.006546508318504145
1.640000000000001,0.006566339703952474
1.650000000000001,0.006586186973709339
1.660000000000001,0.006606050174370204
1.670000000000001,0.006625929350496133
1.680000000000001,0.006645824544681189
1.690000000000001,0.006665735797616951
1.700000000000001,0.006685663148155581
1.710000000000001,0.006705606633370474
1.720000000000001,0.006725566288614676
1.730000000000001,0.006745542147577748
1.740000000000001,0.006765534242340845
1.750000000000001,0.006785542603429298
1.760000000000001,0.006805567259864785
1.770000000000001,0.006825608239214707
1.780000000000001,0.006845665567640324
1.790000000000001,0.006865739269944101
1.8,0.00688582936961448
