Setup title,N-18-Id-Vg
Application test name,Id-Vg
Test date,3/3/2017
Test time,17:54:58
Device ID,
Vgate,Idrain,Isubs,Vsource,Vdrain,Vsubs,IdrainPerWg,IsubsPerWg,gm,gmPerWg
0,8.3741E-07,-3.4714E-07,0,1.8,0,8.3741E-08,-3.4714E-08,-5.96732E-05,-5.96732E-06
0.01,2.40678E-07,-1.94948E-07,0,1.8,0,2.40678E-08,-1.94948E-08,-3.3732E-05,-3.3732E-06
0.02,1.6277E-07,-1.41209E-07,0,1.8,0,1.6277E-08,-1.41209E-08,-5.8414E-06,-5.8414E-07
0.03,1.2385E-07,-1.11432E-07,0,1.8,0,1.2385E-08,-1.11432E-08,-3.11405E-06,-3.11405E-07
0.04,1.00489E-07,-9.08985E-08,0,1.8,0,1.00489E-08,-9.08985E-09,-2.07544E-06,-2.07544E-07
0.05,8.23412E-08,-7.71121E-08,0,1.8,0,8.23412E-09,-7.71121E-09,-1.421795E-06,-1.421795E-07
0.06,7.20531E-08,-6.80285E-08,0,1.8,0,7.20531E-09,-6.80285E-09,-8.9591E-07,-8.9591E-08
0.07,6.4423E-08,-6.10269E-08,0,1.8,0,6.4423E-09,-6.10269E-09,-6.71215E-07,-6.71215E-08
0.08,5.86288E-08,-5.54564E-08,0,1.8,0,5.86288E-09,-5.54564E-09,-5.1018E-07,-5.1018E-08
0.09,5.42194E-08,-5.09249E-08,0,1.8,0,5.42194E-09,-5.09249E-09,-3.8544E-07,-3.8544E-08
0.1,5.092E-08,-4.71619E-08,0,1.8,0,5.092E-09,-4.71619E-09,-2.8194E-07,-2.8194E-08
0.11,4.85806E-08,-4.39948E-08,0,1.8,0,4.85806E-09,-4.39948E-09,-1.8803E-07,-1.8803E-08
0.12,4.71594E-08,-4.12939E-08,0,1.8,0,4.71594E-09,-4.12939E-09,-9.54599999999999E-08,-9.546E-09
0.13,4.66714E-08,-3.89529E-08,0,1.8,0,4.66714E-09,-3.89529E-09,2.625E-09,2.62500000000008E-10
0.14,4.72119E-08,-3.69177E-08,0,1.8,0,4.72119E-09,-3.69177E-09,1.15335E-07,1.15335E-08
0.15,4.89781E-08,-3.51272E-08,0,1.8,0,4.89781E-09,-3.51272E-09,2.48485E-07,2.48485E-08
0.16,5.21816E-08,-3.35381E-08,0,1.8,0,5.21816E-09,-3.35381E-09,4.07725E-07,4.07725E-08
0.17,5.71326E-08,-3.21259E-08,0,1.8,0,5.71326E-09,-3.21259E-09,6.30239999999999E-07,6.30239999999999E-08
0.18,6.47864E-08,-3.08631E-08,0,1.8,0,6.47864E-09,-3.08631E-09,9.1311E-07,9.13110000000001E-08
0.19,7.53948E-08,-2.97327E-08,0,1.8,0,7.53948E-09,-2.97327E-09,1.27508E-06,1.27508E-07
0.2,9.0288E-08,-2.87128E-08,0,1.8,0,9.0288E-09,-2.87128E-09,1.745915E-06,1.745915E-07
0.21,1.103131E-07,-2.77975E-08,0,1.8,0,1.103131E-08,-2.77975E-09,2.36835E-06,2.36835E-07
0.22,1.37655E-07,-2.69405E-08,0,1.8,0,1.37655E-08,-2.69405E-09,3.201395E-06,3.201395E-07
0.23,1.74341E-07,-2.62033E-08,0,1.8,0,1.74341E-08,-2.62033E-09,4.2246E-06,4.22459999999999E-07
0.24,2.22147E-07,-2.55344E-08,0,1.8,0,2.22147E-08,-2.55344E-09,5.6087E-06,5.6087E-07
0.25,2.86515E-07,-2.49497E-08,0,1.8,0,2.86515E-08,-2.49497E-09,7.47285E-06,7.47285E-07
0.26,3.71604E-07,-2.44405E-08,0,1.8,0,3.71604E-08,-2.44405E-09,9.80064999999999E-06,9.80064999999999E-07
0.27,4.82528E-07,-2.4011E-08,0,1.8,0,4.82528E-08,-2.4011E-09,1.272495E-05,1.272495E-06
0.28,6.26103E-07,-2.36543E-08,0,1.8,0,6.26103E-08,-2.36543E-09,1.647685E-05,1.647685E-06
0.29,8.12065E-07,-2.3383E-08,0,1.8,0,8.12065E-08,-2.3383E-09,2.122765E-05,2.122765E-06
0.3,1.050656E-06,-2.32025E-08,0,1.8,0,1.050656E-07,-2.32025E-09,2.70992500000001E-05,2.709925E-06
0.31,1.35405E-06,-2.3078E-08,0,1.8,0,1.35405E-07,-2.3078E-09,3.44207E-05,3.44207E-06
0.32,1.73907E-06,-2.3117E-08,0,1.8,0,1.73907E-07,-2.3117E-09,4.4127E-05,4.4127E-06
0.33,2.23659E-06,-2.32745E-08,0,1.8,0,2.23659E-07,-2.32745E-09,5.52899999999999E-05,5.52899999999999E-06
0.34,2.84487E-06,-2.35653E-08,0,1.8,0,2.84487E-07,-2.35653E-09,6.87359999999999E-05,6.87359999999999E-06
0.35,3.61131E-06,-2.40216E-08,0,1.8,0,3.61131E-07,-2.40216E-09,8.52725E-05,8.52724999999999E-06
0.36,4.55032E-06,-2.46481E-08,0,1.8,0,4.55032E-07,-2.46481E-09,0.0001052105,1.052105E-05
0.37,5.71552E-06,-2.54806E-08,0,1.8,0,5.71552E-07,-2.54806E-09,0.000129027,1.29027E-05
0.38,7.13086E-06,-2.65346E-08,0,1.8,0,7.13086E-07,-2.65346E-09,0.000157523,1.57523E-05
0.39,8.86598E-06,-2.78433E-08,0,1.8,0,8.86598E-07,-2.78433E-09,0.000191242,1.91242E-05
0.4,1.09557E-05,-2.94327E-08,0,1.8,0,1.09557E-06,-2.94327E-09,0.000229031,2.29031E-05
0.41,1.34466E-05,-3.13033E-08,0,1.8,0,1.34466E-06,-3.13033E-09,0.000273735,2.73735E-05
0.42,1.64304E-05,-3.35275E-08,0,1.8,0,1.64304E-06,-3.35275E-09,0.000324625000000001,3.24625000000001E-05
0.43,1.99391E-05,-3.60857E-08,0,1.8,0,1.99391E-06,-3.60857E-09,0.000382455000000001,3.82455000000001E-05
0.44,2.40795E-05,-3.9042E-08,0,1.8,0,2.40795E-06,-3.9042E-09,0.00044645,4.4645E-05
0.45,2.88681E-05,-4.23813E-08,0,1.8,0,2.88681E-06,-4.23813E-09,0.000517619999999999,5.17619999999999E-05
0.46,3.44319E-05,-4.61341E-08,0,1.8,0,3.44319E-06,-4.61341E-09,0.000594864999999999,5.94864999999999E-05
0.47,4.07654E-05,-5.02818E-08,0,1.8,0,4.07654E-06,-5.02818E-09,0.000681485,6.81484999999999E-05
0.48,4.80616E-05,-5.49132E-08,0,1.8,0,4.80616E-06,-5.49132E-09,0.000776059999999999,7.7606E-05
0.49,5.62866E-05,-5.99013E-08,0,1.8,0,5.62866E-06,-5.99013E-09,0.000874695000000002,8.74695000000002E-05
0.5,6.55555E-05,-6.53846E-08,0,1.8,0,6.55555E-06,-6.53846E-09,0.000977820000000002,9.77820000000001E-05
0.51,7.5843E-05,-7.12097E-08,0,1.8,0,7.5843E-06,-7.12097E-09,0.00108877,0.000108877
0.52,8.73309E-05,-7.74922E-08,0,1.8,0,8.73309E-06,-7.74922E-09,0.001203835,0.0001203835
0.53,9.99197E-05,-8.41039E-08,0,1.8,0,9.99197E-06,-8.41039E-09,0.001321135,0.0001321135
0.54,0.0001137536,-9.11513E-08,0,1.8,0,1.137536E-05,-9.11513E-09,0.001442065,0.0001442065
0.55,0.000128761,-9.84136E-08,0,1.8,0,1.28761E-05,-9.84136E-09,0.00156172,0.000156172
0.56,0.000144988,-1.060235E-07,0,1.8,0,1.44988E-05,-1.060235E-08,0.0016934,0.00016934
0.57,0.000162629,-1.139142E-07,0,1.8,0,1.62629E-05,-1.139142E-08,0.00183185,0.000183185
0.58,0.000181625,-1.22089E-07,0,1.8,0,1.81625E-05,-1.22089E-08,0.00194555,0.000194555
0.59,0.00020154,-1.30298E-07,0,1.8,0,2.0154E-05,-1.30298E-08,0.00206680000000001,0.000206680000000001
0.6,0.000222961,-1.38792E-07,0,1.8,0,2.22961E-05,-1.38792E-08,0.00219875000000001,0.000219875000000001
0.61,0.000245515,-1.47351E-07,0,1.8,0,2.45515E-05,-1.47351E-08,0.00234015,0.000234015
0.62,0.000269764,-1.55833E-07,0,1.8,0,2.69764E-05,-1.55833E-08,0.00245615,0.000245615
0.63,0.000294638,-1.64672E-07,0,1.8,0,2.94638E-05,-1.64672E-08,0.00256525,0.000256524999999999
0.64,0.000321069,-1.73373E-07,0,1.8,0,3.21069E-05,-1.73373E-08,0.00268435,0.000268435
0.65,0.000348325,-1.81992E-07,0,1.8,0,3.48325E-05,-1.81992E-08,0.00280285,0.000280285
0.66,0.000377126,-1.90731E-07,0,1.8,0,3.77126E-05,-1.90731E-08,0.00292695,0.000292695
0.67,0.000406864,-1.99503E-07,0,1.8,0,4.06864E-05,-1.99503E-08,0.00301405,0.000301404999999999
0.68,0.000437407,-2.07946E-07,0,1.8,0,4.37407E-05,-2.07946E-08,0.00312625,0.000312624999999999
0.69,0.000469389,-2.1628E-07,0,1.8,0,4.69389E-05,-2.1628E-08,0.00323775,0.000323775
0.7,0.000502162,-2.24742E-07,0,1.8,0,5.02162E-05,-2.24742E-08,0.0033129,0.00033129
0.71,0.000535647,-2.3289E-07,0,1.8,0,5.35647E-05,-2.3289E-08,0.00343045,0.000343045
0.72,0.000570771,-2.41103E-07,0,1.8,0,5.70771E-05,-2.41103E-08,0.00353765000000002,0.000353765000000001
0.73,0.0006064,-2.48857E-07,0,1.8,0,6.064E-05,-2.48857E-08,0.00359570000000002,0.000359570000000002
0.74,0.000642685,-2.56616E-07,0,1.8,0,6.42685E-05,-2.56616E-08,0.00367265,0.000367265
0.75,0.000679853,-2.64289E-07,0,1.8,0,6.79853E-05,-2.64289E-08,0.00376245,0.000376244999999999
