Setup title,N-18-Id-Vg
Application test name,Id-Vg
Test date,3/3/2017
Test time,12:39:00
Device ID,
Vgate,Idrain,Isubs,Vsource,Vdrain,Vsubs,IdrainPerWg,IsubsPerWg,gm,gmPerWg
0,6.66088E-07,-3.18938E-07,0,1.8,0,6.66088E-08,-3.18938E-08,-4.24703E-05,-4.24703E-06
0.01,2.41385E-07,-1.96661E-07,0,1.8,0,2.41385E-08,-1.96661E-08,-2.508225E-05,-2.508225E-06
0.02,1.64443E-07,-1.43277E-07,0,1.8,0,1.64443E-08,-1.43277E-08,-5.8001E-06,-5.8001E-07
0.03,1.25383E-07,-1.13367E-07,0,1.8,0,1.25383E-08,-1.13367E-08,-3.1357E-06,-3.1357E-07
0.04,1.01729E-07,-9.4233E-08,0,1.8,0,1.01729E-08,-9.4233E-09,-2.043035E-06,-2.043035E-07
0.05,8.45223E-08,-7.2571E-08,0,1.8,0,8.45223E-09,-7.2571E-09,-1.765395E-06,-1.765395E-07
0.06,6.64211E-08,-6.33532E-08,0,1.8,0,6.64211E-09,-6.33532E-09,-1.274565E-06,-1.274565E-07
0.07,5.9031E-08,-5.74782E-08,0,1.8,0,5.9031E-09,-5.74782E-09,-6.34555E-07,-6.34555E-08
0.08,5.373E-08,-5.27214E-08,0,1.8,0,5.373E-09,-5.27214E-09,-4.82595E-07,-4.82595E-08
0.09,4.93791E-08,-4.87737E-08,0,1.8,0,4.93791E-09,-4.87737E-09,-3.989E-07,-3.98899999999999E-08
0.1,4.5752E-08,-4.54389E-08,0,1.8,0,4.5752E-09,-4.54389E-09,-3.3543E-07,-3.3543E-08
0.11,4.26705E-08,-4.26091E-08,0,1.8,0,4.26705E-09,-4.26091E-09,-2.85565E-07,-2.85565E-08
0.12,4.00407E-08,-4.0151E-08,0,1.8,0,4.00407E-09,-4.0151E-09,-2.4596E-07,-2.4596E-08
0.13,3.77513E-08,-3.80098E-08,0,1.8,0,3.77513E-09,-3.80098E-09,-2.14625E-07,-2.14625E-08
0.14,3.57482E-08,-3.61356E-08,0,1.8,0,3.57482E-09,-3.61356E-09,-1.88035E-07,-1.88035E-08
0.15,3.39906E-08,-3.44634E-08,0,1.8,0,3.39906E-09,-3.44634E-09,-1.6732E-07,-1.6732E-08
0.16,3.24018E-08,-3.29572E-08,0,1.8,0,3.24018E-09,-3.29572E-09,-1.48635E-07,-1.48635E-08
0.17,3.10179E-08,-3.16153E-08,0,1.8,0,3.10179E-09,-3.16153E-09,-1.3084E-07,-1.3084E-08
