Setup title,P-18-Id-Vg
Application test name,Id-Vg
Test date,3/20/2017
Test time,15:48:56
Device ID,
Vgate,Idrain,Isubs,Vsource,Vdrain,Vsubs,IdrainPerWg,IsubsPerWg,gm,gmPerWg
0,-5.4053E-10,1.442E-11,0,-1.8,0,-5.4053E-11,1.442E-12,-2.7537E-08,-2.7537E-09
-0.01,-2.6516E-10,1.865E-11,0,-1.8,0,-2.6516E-11,1.865E-12,-1.606E-08,-1.606E-09
-0.02,-2.1933E-10,-1.288E-11,0,-1.8,0,-2.1933E-11,-1.288E-12,-3.832E-09,-3.832E-10
-0.03,-1.8852E-10,-1.494E-11,0,-1.8,0,-1.8852E-11,-1.494E-12,-2.501E-09,-2.501E-10
-0.04,-1.6931E-10,9.62E-12,0,-1.8,0,-1.6931E-11,9.62E-13,-1.72E-09,-1.72E-10
-0.05,-1.5412E-10,2.495E-11,0,-1.8,0,-1.5412E-11,2.495E-12,-1.31E-09,-1.31E-10
-0.06,-1.4311E-10,-1.699E-11,0,-1.8,0,-1.4311E-11,-1.699E-12,-9.585E-10,-9.585E-11
-0.07,-1.3495E-10,-2.067E-11,0,-1.8,0,-1.3495E-11,-2.067E-12,-7.455E-10,-7.45500000000001E-11
-0.08,-1.282E-10,4.33E-12,0,-1.8,0,-1.282E-11,4.33E-13,-5.555E-10,-5.55499999999999E-11
-0.09,-1.2384E-10,-2.259E-11,0,-1.8,0,-1.2384E-11,-2.259E-12,-4.095E-10,-4.09500000000001E-11
-0.1,-1.2001E-10,-1.541E-11,0,-1.8,0,-1.2001E-11,-1.541E-12,-2.655E-10,-2.65500000000001E-11
-0.11,-1.1853E-10,2.24E-11,0,-1.8,0,-1.1853E-11,2.24E-12,-1.495E-10,-1.495E-11
-0.12,-1.1702E-10,3.01E-12,0,-1.8,0,-1.1702E-11,3.01E-13,-4.00000000000006E-11,-4.00000000000006E-12
-0.13,-1.1773E-10,2.09E-12,0,-1.8,0,-1.1773E-11,2.09E-13,2.68E-10,2.68E-11
-0.14,-1.2238E-10,3.11E-12,0,-1.8,0,-1.2238E-11,3.11E-13,6.11000000000001E-10,6.11E-11
-0.15,-1.2995E-10,1.74E-11,0,-1.8,0,-1.2995E-11,1.74E-12,8.235E-10,8.235E-11
-0.16,-1.3885E-10,-1.49E-12,0,-1.8,0,-1.3885E-11,-1.49E-13,1.2265E-09,1.2265E-10
-0.17,-1.5448E-10,-5.3E-13,0,-1.8,0,-1.5448E-11,-5.3E-14,1.702E-09,1.702E-10
-0.18,-1.7289E-10,1.157E-11,0,-1.8,0,-1.7289E-11,1.157E-12,2.4545E-09,2.4545E-10
