Setup title,"N-18 Id-Vg (fast)"
Classic test name,"I/V Sweep"
Test date,3/22/2017
Test time,15:52:42
Device ID,
Vgate,Idrain,Isubs,Vsource,Vdrain,Vsubs
0,-1.3382E-09,7.177E-10,0,0.05,0
0.01,1.3686E-09,1.2791E-09,0,0.05,0
0.02,-1.3544E-09,-1.2543E-09,0,0.05,0
0.03,1.4026E-09,1.1876E-09,0,0.05,0
0.04,-1.3901E-09,-1.0892E-09,0,0.05,0
0.05,1.4046E-09,1.026E-09,0,0.05,0
0.06,-1.3675E-09,-9.581E-10,0,0.05,0
0.07,1.3575E-09,9.328E-10,0,0.05,0
0.08,1.3645E-09,1.2802E-09,0,0.05,0
0.09,-1.3578E-09,-1.2459E-09,0,0.05,0
0.1,1.3852E-09,1.2305E-09,0,0.05,0
0.11,-1.3772E-09,-1.2372E-09,0,0.05,0
0.12,1.4158E-09,1.088E-09,0,0.05,0
0.13,-1.3604E-09,-9.52E-10,0,0.05,0
0.14,1.3284E-09,8.84E-10,0,0.05,0
0.15,-1.2252E-09,-7.835E-10,0,0.05,0
0.16,9.938E-10,7.767E-10,0,0.05,0
0.17,1.3809E-09,1.2422E-09,0,0.05,0
0.18,-1.3711E-09,-1.259E-09,0,0.05,0
0.19,1.3807E-09,1.2345E-09,0,0.05,0
0.2,-1.3905E-09,-1.0409E-09,0,0.05,0
0.21,1.4041E-09,1.0848E-09,0,0.05,0
0.22,-1.3889E-09,-1.0297E-09,0,0.05,0
0.23,1.4485E-09,1.0206E-09,0,0.05,0
0.24,-1.3026E-09,-1.0164E-09,0,0.05,0
0.25,1.4472E-09,8.484E-10,0,0.05,0
0.26,1.8368E-09,-7.927E-10,0,0.05,0
0.27,2.5525E-09,-1.2787E-09,0,0.05,0
0.28,1.2181E-09,-1.28E-09,0,0.05,0
0.29,7.236E-09,1.2747E-09,0,0.05,0
0.3,1.12725E-08,-1.2488E-09,0,0.05,0
0.31,2.50526E-08,1.2786E-09,0,0.05,0
0.32,5.05186E-08,1.2702E-09,0,0.05,0
0.33,8.71996E-08,1.2181E-09,0,0.05,0
0.34,1.4544E-07,-1.2553E-09,0,0.05,0
