Setup title,N-18-Id-Vg
Application test name,Id-Vg
Test date,3/13/2017
Test time,11:57:25
Device ID,
Vgate,Idrain,Isubs,Vsource,Vdrain,Vsubs,IdrainPerWg,IsubsPerWg,gm,gmPerWg
0,7.2748E-10,-8.1E-11,0,1.8,0,7.2748E-11,-8.1E-12,-2.7608E-08,-2.7608E-09
0.01,4.514E-10,-1.12E-10,0,1.8,0,4.514E-11,-1.12E-11,-1.2769E-08,-1.2769E-09
0.02,4.721E-10,-7.6E-11,0,1.8,0,4.721E-11,-7.6E-12,3.16E-09,3.15999999999999E-10
0.03,5.146E-10,-5.6E-11,0,1.8,0,5.146E-11,-5.6E-12,7.0835E-09,7.08350000000001E-10
0.04,6.1377E-10,-1.08E-10,0,1.8,0,6.1377E-11,-1.08E-11,1.17655E-08,1.17655E-09
0.05,7.4991E-10,-6.5E-11,0,1.8,0,7.4991E-11,-6.5E-12,1.6904E-08,1.6904E-09
0.06,9.5185E-10,-1.12E-10,0,1.8,0,9.5185E-11,-1.12E-11,2.438E-08,2.438E-09
0.07,1.23751E-09,-1.5E-10,0,1.8,0,1.23751E-10,-1.5E-11,3.25965E-08,3.25965E-09
0.08,1.60378E-09,-7.1E-11,0,1.8,0,1.60378E-10,-7.1E-12,4.6459E-08,4.6459E-09
0.09,2.16669E-09,-5.6E-11,0,1.8,0,2.16669E-10,-5.6E-12,6.3124E-08,6.3124E-09
0.1,2.86626E-09,-8.1E-11,0,1.8,0,2.86626E-10,-8.1E-12,8.7409E-08,8.7409E-09
0.11,3.91487E-09,-1E-11,0,1.8,0,3.91487E-10,-1E-12,1.22945E-07,1.22945E-08
0.12,5.32516E-09,-1.8E-11,0,1.8,0,5.32516E-10,-1.8E-12,1.6256E-07,1.6256E-08
0.13,7.16607E-09,-1.05E-10,0,1.8,0,7.16607E-10,-1.05E-11,2.30387E-07,2.30387E-08
0.14,9.9329E-09,-1.03E-10,0,1.8,0,9.9329E-10,-1.03E-11,3.193415E-07,3.193415E-08
0.15,1.35529E-08,-3E-11,0,1.8,0,1.35529E-09,-3E-12,4.3035E-07,4.3035E-08
0.16,1.85399E-08,1.69E-10,0,1.8,0,1.85399E-09,1.69E-11,5.97309999999999E-07,5.97309999999999E-08
0.17,2.54991E-08,-1.16E-10,0,1.8,0,2.54991E-09,-1.16E-11,8.19804999999999E-07,8.19804999999999E-08
0.18,3.4936E-08,-1.19E-10,0,1.8,0,3.4936E-09,-1.19E-11,1.1197E-06,1.1197E-07
0.19,4.78931E-08,-1.8E-10,0,1.8,0,4.78931E-09,-1.8E-11,1.54567E-06,1.54567E-07
0.2,6.58494E-08,-2.25E-10,0,1.8,0,6.58494E-09,-2.25E-11,2.11247E-06,2.11247E-07
0.21,9.01425E-08,-3.63E-10,0,1.8,0,9.01425E-09,-3.63E-11,2.89238E-06,2.89238E-07
0.22,1.23697E-07,-2.86E-10,0,1.8,0,1.23697E-08,-2.86E-11,3.988575E-06,3.988575E-07
0.23,1.69914E-07,-2.5E-10,0,1.8,0,1.69914E-08,-2.5E-11,5.4518E-06,5.45179999999999E-07
0.24,2.32733E-07,-4.33E-10,0,1.8,0,2.32733E-08,-4.33E-11,7.45875E-06,7.45875E-07
0.25,3.19089E-07,-3.05E-10,0,1.8,0,3.19089E-08,-3.05E-11,1.006485E-05,1.006485E-06
0.26,4.3403E-07,-6.78E-10,0,1.8,0,4.3403E-08,-6.78E-11,1.36787E-05,1.36787E-06
0.27,5.92663E-07,-8.11E-10,0,1.8,0,5.92663E-08,-8.11E-11,1.875465E-05,1.875465E-06
0.28,8.09123E-07,-1.316E-09,0,1.8,0,8.09123E-08,-1.316E-10,2.51258E-05,2.51258E-06
0.29,1.095179E-06,-1.452E-09,0,1.8,0,1.095179E-07,-1.452E-10,3.37428500000001E-05,3.37428500000001E-06
0.3,1.48398E-06,-1.823E-09,0,1.8,0,1.48398E-07,-1.823E-10,4.51780500000001E-05,4.51780500000001E-06
0.31,1.99874E-06,-2.305E-09,0,1.8,0,1.99874E-07,-2.305E-10,5.9575E-05,5.95749999999999E-06
0.32,2.67548E-06,-2.904E-09,0,1.8,0,2.67548E-07,-2.904E-10,7.85185E-05,7.85184999999999E-06
0.33,3.56911E-06,-3.649E-09,0,1.8,0,3.56911E-07,-3.649E-10,0.0001021195,1.021195E-05
0.34,4.71787E-06,-4.734E-09,0,1.8,0,4.71787E-07,-4.734E-10,0.000132356,1.32356E-05
0.35,6.21623E-06,-5.869E-09,0,1.8,0,6.21623E-07,-5.869E-10,0.000169571,1.69571E-05
0.36,8.10929E-06,-7.408E-09,0,1.8,0,8.10929E-07,-7.408E-10,0.000213518,2.13518E-05
0.37,1.048659E-05,-8.793E-09,0,1.8,0,1.048659E-06,-8.793E-10,0.0002677755,2.677755E-05
0.38,1.34648E-05,-1.1499E-08,0,1.8,0,1.34648E-06,-1.1499E-09,0.0003298305,3.298305E-05
0.39,1.70832E-05,-1.3527E-08,0,1.8,0,1.70832E-06,-1.3527E-09,0.000402615,4.02615E-05
0.4,2.15171E-05,-1.6255E-08,0,1.8,0,2.15171E-06,-1.6255E-09,0.00048483,4.84829999999999E-05
0.41,2.67798E-05,-1.9446E-08,0,1.8,0,2.67798E-06,-1.9446E-09,0.00057804,5.7804E-05
0.42,3.30779E-05,-2.2701E-08,0,1.8,0,3.30779E-06,-2.2701E-09,0.000681210000000001,6.81210000000001E-05
0.43,4.0404E-05,-2.6674E-08,0,1.8,0,4.0404E-06,-2.6674E-09,0.000794840000000002,7.94840000000001E-05
0.44,4.89747E-05,-3.0654E-08,0,1.8,0,4.89747E-06,-3.0654E-09,0.000917189999999999,9.17189999999999E-05
0.45,5.87478E-05,-3.5558E-08,0,1.8,0,5.87478E-06,-3.5558E-09,0.00104698,0.000104698
0.46,6.99143E-05,-4.0596E-08,0,1.8,0,6.99143E-06,-4.0596E-09,0.001184035,0.0001184035
0.47,8.24285E-05,-4.6501E-08,0,1.8,0,8.24285E-06,-4.6501E-09,0.001334775,0.0001334775
0.48,9.66098E-05,-5.1844E-08,0,1.8,0,9.66098E-06,-5.1844E-09,0.001493425,0.0001493425
0.49,0.000112297,-5.573E-08,0,1.8,0,1.12297E-05,-5.573E-09,0.00165226,0.000165226
0.5,0.000129655,-6.2092E-08,0,1.8,0,1.29655E-05,-6.2092E-09,0.00181285,0.000181285
0.51,0.000148554,-6.7242E-08,0,1.8,0,1.48554E-05,-6.7242E-09,0.00198095,0.000198095
0.52,0.000169274,-7.3067E-08,0,1.8,0,1.69274E-05,-7.3067E-09,0.00216105,0.000216105
0.53,0.000191775,-8.0911E-08,0,1.8,0,1.91775E-05,-8.0911E-09,0.0023316,0.00023316
0.54,0.000215906,-8.4933E-08,0,1.8,0,2.15906E-05,-8.4933E-09,0.0025111,0.00025111
0.55,0.000241997,-9.29E-08,0,1.8,0,2.41997E-05,-9.29E-09,0.00268705,0.000268705
0.56,0.000269647,-9.6575E-08,0,1.8,0,2.69647E-05,-9.6575E-09,0.00287005,0.000287005
0.57,0.000299398,-1.0221E-07,0,1.8,0,2.99398E-05,-1.0221E-08,0.0030536,0.00030536
0.58,0.000330719,-1.10427E-07,0,1.8,0,3.30719E-05,-1.10427E-08,0.00323785,0.000323785
0.59,0.000364155,-1.13103E-07,0,1.8,0,3.64155E-05,-1.13103E-08,0.00342290000000001,0.000342290000000001
0.6,0.000399177,-1.18234E-07,0,1.8,0,3.99177E-05,-1.18234E-08,0.00360145000000002,0.000360145000000002
0.61,0.000436184,-1.25915E-07,0,1.8,0,4.36184E-05,-1.25915E-08,0.00378485,0.000378485
0.62,0.000474874,-1.27886E-07,0,1.8,0,4.74874E-05,-1.27886E-08,0.00397604999999999,0.000397604999999999
0.63,0.000515705,-1.32331E-07,0,1.8,0,5.15705E-05,-1.32331E-08,0.00415209999999999,0.000415209999999999
0.64,0.000557916,-1.41776E-07,0,1.8,0,5.57916E-05,-1.41776E-08,0.00431255,0.000431255
0.65,0.000601956,-1.40434E-07,0,1.8,0,6.01956E-05,-1.40434E-08,0.0045053,0.00045053
0.66,0.000648022,-1.43901E-07,0,1.8,0,6.48022E-05,-1.43901E-08,0.0046779,0.00046779
0.67,0.000695514,-1.5104E-07,0,1.8,0,6.95514E-05,-1.5104E-08,0.00485309999999999,0.000485309999999999
0.68,0.000745084,-1.51561E-07,0,1.8,0,7.45084E-05,-1.51561E-08,0.00502475,0.000502474999999999
0.69,0.000796009,-1.52856E-07,0,1.8,0,7.96009E-05,-1.52856E-08,0.00517565,0.000517565
0.7,0.000848597,-1.55157E-07,0,1.8,0,8.48597E-05,-1.55157E-08,0.00536555,0.000536555
0.71,0.00090332,-1.57111E-07,0,1.8,0,9.0332E-05,-1.57111E-08,0.00552229999999999,0.000552229999999999
0.72,0.000959043,-1.58851E-07,0,1.8,0,9.59043E-05,-1.58851E-08,0.00568325000000002,0.000568325000000002
0.73,0.001016985,-1.60262E-07,0,1.8,0,0.0001016985,-1.60262E-08,0.00584980000000003,0.000584980000000003
0.74,0.001076039,-1.61314E-07,0,1.8,0,0.0001076039,-1.61314E-08,0.0059759,0.000597589999999999
0.75,0.001136503,-1.62358E-07,0,1.8,0,0.0001136503,-1.62358E-08,0.00616304999999999,0.000616304999999999
0.76,0.0011993,-1.62786E-07,0,1.8,0,0.00011993,-1.62786E-08,0.00631334999999999,0.000631335
0.77,0.00126277,-1.65577E-07,0,1.8,0,0.000126277,-1.65577E-08,0.0064205,0.00064205
0.78,0.00132771,-1.63154E-07,0,1.8,0,0.000132771,-1.63154E-08,0.00658749999999999,0.000658749999999999
0.79,0.00139452,-1.62905E-07,0,1.8,0,0.000139452,-1.62905E-08,0.006726,0.000672600000000001
0.8,0.00146223,-1.62416E-07,0,1.8,0,0.000146223,-1.62416E-08,0.00687049999999999,0.000687049999999999
0.81,0.00153193,-1.64372E-07,0,1.8,0,0.000153193,-1.64372E-08,0.00701149999999999,0.000701149999999998
0.82,0.00160246,-1.60831E-07,0,1.8,0,0.000160246,-1.60831E-08,0.007112,0.000711199999999999
0.83,0.00167417,-1.59601E-07,0,1.8,0,0.000167417,-1.59601E-08,0.00726099999999999,0.000726099999999999
0.84,0.00174768,-1.60586E-07,0,1.8,0,0.000174768,-1.60586E-08,0.00738499999999999,0.000738499999999999
0.85,0.00182187,-1.56834E-07,0,1.8,0,0.000182187,-1.56834E-08,0.00751150000000004,0.000751150000000005
0.86,0.00189791,-1.55096E-07,0,1.8,0,0.000189791,-1.55096E-08,0.00763350000000003,0.000763350000000004
0.87,0.00197454,-1.53282E-07,0,1.8,0,0.000197454,-1.53282E-08,0.007717,0.0007717
0.88,0.00205225,-1.51305E-07,0,1.8,0,0.000205225,-1.51305E-08,0.00785349999999999,0.000785349999999998
0.89,0.00213161,-1.4917E-07,0,1.8,0,0.000213161,-1.4917E-08,0.00796399999999999,0.000796399999999997
0.9,0.00221153,-1.46955E-07,0,1.8,0,0.000221153,-1.46955E-08,0.00807699999999999,0.000807699999999999
0.91,0.00229315,-1.4682E-07,0,1.8,0,0.000229315,-1.4682E-08,0.00817549999999999,0.00081755
