Setup title,"N-18 Id-Vg (fast)"
Classic test name,"I/V Sweep"
Test date,3/21/2017
Test time,15:28:48
Device ID,
Vgate,Idrain,Isubs,Vsource,Vdrain,Vsubs,V4
0.756,2.2264E-05,-3.4934E-07,0,1.8,0,
0.774,2.433E-05,5.4882E-07,0,1.8,0,
0.792,2.6436E-05,-4.3998E-07,0,1.8,0,
0.81,2.8642E-05,7.5E-09,0,1.8,0,
0.828,3.089E-05,3.7604E-07,0,1.8,0,
0.846,3.3182E-05,-2.056E-08,0,1.8,0,
0.864,3.5518E-05,-4.071E-07,0,1.8,0,
0.882,3.7914E-05,-2.3276E-07,0,1.8,0,
0.9,4.0346E-05,8.172E-08,0,1.8,0,
0.918,4.2818E-05,-4.0776E-07,0,1.8,0,
0.936,4.5326E-05,-1.2206E-07,0,1.8,0,
0.954,4.7864E-05,2.7072E-07,0,1.8,0,
0.972,5.0416E-05,-5.0222E-07,0,1.8,0,
0.99,5.3028E-05,7.2E-10,0,1.8,0,
1.008,5.5644E-05,3.6836E-07,0,1.8,0,
1.026,5.8272E-05,4.6532E-07,0,1.8,0,
1.044,6.0924E-05,-2.7638E-07,0,1.8,0,
1.062,6.3618E-05,3.841E-07,0,1.8,0,
1.08,6.63E-05,-2.774E-08,0,1.8,0,
1.098,6.9E-05,-4.4578E-07,0,1.8,0,
1.116,7.1734E-05,-9.68E-09,0,1.8,0,
1.134,7.447E-05,2.4558E-07,0,1.8,0,
1.152,7.7216E-05,-4.43E-07,0,1.8,0,
1.17,7.9992E-05,-1.0326E-07,0,1.8,0,
1.188,8.2766E-05,3.1062E-07,0,1.8,0,
1.206,8.5518E-05,-4.5042E-07,0,1.8,0,
1.224,8.8302E-05,3E-09,0,1.8,0,
1.242,9.1096E-05,3.7174E-07,0,1.8,0,
1.26,9.389E-05,-2.386E-08,0,1.8,0,
1.278,9.669E-05,-4.112E-07,0,1.8,0,
1.296,9.9506E-05,4.7606E-07,0,1.8,0,
1.314,0.000102304,-1.3378E-07,0,1.8,0,
1.332,0.000104944,3.793E-07,0,1.8,0,
1.35,0.00010798,2.772E-08,0,1.8,0,
1.368,0.00011072,-1.14E-07,0,1.8,0,
1.386,0.00011358,3.7114E-07,0,1.8,0,
1.404,0.00011638,9.1E-09,0,1.8,0,
1.422,0.00011922,-3.2498E-07,0,1.8,0,
1.44,0.00012204,5.4688E-07,0,1.8,0,
1.458,0.00012494,-4.105E-07,0,1.8,0,
1.476,0.00012762,2.152E-08,0,1.8,0,
1.494,0.00013044,4.3496E-07,0,1.8,0,
1.512,0.00013344,-2.84E-08,0,1.8,0,
1.53,0.00013618,-3.943E-07,0,1.8,0,
1.548,0.000139,5.5084E-07,0,1.8,0,
1.566,0.0001418,-4.4168E-07,0,1.8,0,
1.584,0.00014434,1.934E-08,0,1.8,0,
1.602,0.0001472,4.1932E-07,0,1.8,0,
1.62,0.00015,-2.754E-08,0,1.8,0,
1.638,0.00015274,-3.6108E-07,0,1.8,0,
1.656,0.00015558,5.4382E-07,0,1.8,0,
1.674,0.0001584,-3.798E-08,0,1.8,0,
1.692,0.00016116,-4.2808E-07,0,1.8,0,
1.71,0.00016392,-4.25E-08,0,1.8,0,
1.728,0.00016664,2.5774E-07,0,1.8,0,
1.746,0.0001695,-5.0292E-07,0,1.8,0,
1.764,0.0001722,6.7E-09,0,1.8,0,
1.782,0.00017494,3.7006E-07,0,1.8,0,
1.8,0.0001778,2.117E-07,0,1.8,0,
0,8.416E-10,1.356E-08,0,1.8,-0.1,
0.018,1.2752E-09,-1.0434E-07,0,1.8,-0.1,
0.036,-1.1336E-09,-4.1738E-07,0,1.8,-0.1,
0.054,-6.231E-10,8.96E-08,0,1.8,-0.1,
0.072,6.272E-10,2.4484E-07,0,1.8,-0.1,
0.09,1.5273E-09,-8.998E-08,0,1.8,-0.1,
0.108,1.6397E-09,-4.4664E-07,0,1.8,-0.1,
0.126,1.7242E-09,-6.488E-08,0,1.8,-0.1,
0.144,3.37E-11,1.54E-08,0,1.8,-0.1,
0.162,2.0491E-09,3.4022E-07,0,1.8,-0.1,
0.18,1.242E-09,-3.9246E-07,0,1.8,-0.1,
0.198,4.0446E-09,2.2814E-07,0,1.8,-0.1,
0.216,4.5134E-09,-3.872E-07,0,1.8,-0.1,
0.234,9.6477E-09,4.078E-07,0,1.8,-0.1,
0.252,1.52792E-08,4.9548E-07,0,1.8,-0.1,
0.27,2.22758E-08,-4.4008E-07,0,1.8,-0.1,
0.288,3.73792E-08,2.69E-07,0,1.8,-0.1,
0.306,5.98504E-08,-1.0156E-07,0,1.8,-0.1,
0.324,9.12864E-08,-4.5102E-07,0,1.8,-0.1,
0.342,1.3624E-07,1.3426E-07,0,1.8,-0.1,
0.36,2.0278E-07,-3.8756E-07,0,1.8,-0.1,
0.378,2.9914E-07,5.6006E-07,0,1.8,-0.1,
0.396,4.2484E-07,4.4826E-07,0,1.8,-0.1,
0.414,5.9764E-07,4.0504E-07,0,1.8,-0.1,
0.432,8.2512E-07,4.5914E-07,0,1.8,-0.1,
0.45,1.1163E-06,4.3058E-07,0,1.8,-0.1,
0.468,1.4787E-06,-4.6114E-07,0,1.8,-0.1,
0.486,1.9242E-06,1.314E-08,0,1.8,-0.1,
0.504,2.4628E-06,2.2818E-07,0,1.8,-0.1,
0.522,3.098E-06,-4.0442E-07,0,1.8,-0.1,
0.54,3.8474E-06,5.49E-07,0,1.8,-0.1,
0.558,4.69E-06,-1.678E-08,0,1.8,-0.1,
0.576,5.6486E-06,-2.2384E-07,0,1.8,-0.1,
0.594,6.724E-06,3.7918E-07,0,1.8,-0.1,
0.612,7.8966E-06,-4.6868E-07,0,1.8,-0.1,
0.63,9.2063E-06,5.0224E-07,0,1.8,-0.1,
0.648,1.0602E-05,3.604E-08,0,1.8,-0.1,
0.666,1.2092E-05,-7.538E-08,0,1.8,-0.1,
0.684,1.3688E-05,1.1758E-07,0,1.8,-0.1,
0.702,1.5374E-05,-3.884E-07,0,1.8,-0.1,
0.72,1.7156E-05,5.5724E-07,0,1.8,-0.1,
0.738,1.9018E-05,-2.72E-09,0,1.8,-0.1,
0.756,2.095E-05,-3.1578E-07,0,1.8,-0.1,
0.774,2.2968E-05,3.9578E-07,0,1.8,-0.1,
0.792,2.5042E-05,-4.9604E-07,0,1.8,-0.1,
0.81,2.7196E-05,-1.6908E-07,0,1.8,-0.1,
0.828,2.9392E-05,1.1968E-07,0,1.8,-0.1,
0.846,3.1656E-05,-4.0734E-07,0,1.8,-0.1,
0.864,3.398E-05,5.506E-07,0,1.8,-0.1,
0.882,3.6336E-05,-2.696E-08,0,1.8,-0.1,
0.9,3.8742E-05,-3.9066E-07,0,1.8,-0.1,
0.918,4.1198E-05,4.7814E-07,0,1.8,-0.1,
0.936,4.3662E-05,-2.514E-08,0,1.8,-0.1,
0.954,4.6176E-05,-3.1258E-07,0,1.8,-0.1,
0.972,4.8736E-05,4.3474E-07,0,1.8,-0.1,
0.99,5.1302E-05,2.0656E-07,0,1.8,-0.1,
1.008,5.3888E-05,-2.258E-07,0,1.8,-0.1,
1.026,5.6532E-05,3.686E-07,0,1.8,-0.1,
1.044,5.917E-05,-4.7402E-07,0,1.8,-0.1,
1.062,6.1822E-05,-4.8E-09,0,1.8,-0.1,
1.08,6.4504E-05,2.1736E-07,0,1.8,-0.1,
1.098,6.7198E-05,-4.6014E-07,0,1.8,-0.1,
1.116,6.993E-05,-4.148E-08,0,1.8,-0.1,
1.134,7.2642E-05,1.3208E-07,0,1.8,-0.1,
1.152,7.539E-05,-3.937E-07,0,1.8,-0.1,
1.17,7.8148E-05,4.3984E-07,0,1.8,-0.1,
1.188,8.0906E-05,2.7604E-07,0,1.8,-0.1,
1.206,8.365E-05,-1.4374E-07,0,1.8,-0.1,
1.224,8.6438E-05,3.5488E-07,0,1.8,-0.1,
1.242,8.9206E-05,-4.9436E-07,0,1.8,-0.1,
1.26,9.1978E-05,-1.93E-08,0,1.8,-0.1,
1.278,9.478E-05,2.0416E-07,0,1.8,-0.1,
1.296,9.758E-05,-2.371E-07,0,1.8,-0.1,
1.314,0.000100384,3.6854E-07,0,1.8,-0.1,
1.332,0.000103194,-4.7674E-07,0,1.8,-0.1,
1.35,0.00010616,4.954E-07,0,1.8,-0.1,
1.368,0.00010896,-2.688E-08,0,1.8,-0.1,
1.386,0.00011172,-2.0926E-07,0,1.8,-0.1,
1.404,0.00011448,3.6454E-07,0,1.8,-0.1,
1.422,0.00011734,-4.8386E-07,0,1.8,-0.1,
1.44,0.00012002,3.7E-09,0,1.8,-0.1,
1.458,0.00012284,1.9542E-07,0,1.8,-0.1,
1.476,0.00012548,-4.5618E-07,0,1.8,-0.1,
1.494,0.00012846,-1.2936E-07,0,1.8,-0.1,
1.512,0.00013114,3.054E-08,0,1.8,-0.1,
1.53,0.00013384,-9.36E-08,0,1.8,-0.1,
1.548,0.00013676,1.4756E-07,0,1.8,-0.1,
1.566,0.00013944,-4.1702E-07,0,1.8,-0.1,
1.584,0.00014246,5.469E-07,0,1.8,-0.1,
1.602,0.00014526,-2.87E-08,0,1.8,-0.1,
1.62,0.00014794,-3.2954E-07,0,1.8,-0.1,
1.638,0.00015074,4.32E-07,0,1.8,-0.1,
1.656,0.00015332,2.9056E-07,0,1.8,-0.1,
1.674,0.00015626,-1.3942E-07,0,1.8,-0.1,
1.692,0.000159,3.2862E-07,0,1.8,-0.1,
1.71,0.00016178,-4.909E-07,0,1.8,-0.1,
1.728,0.00016454,-6.66E-09,0,1.8,-0.1,
1.746,0.00016736,9.268E-08,0,1.8,-0.1,
1.764,0.00017012,-3.805E-07,0,1.8,-0.1,
1.782,0.00017288,4.1714E-07,0,1.8,-0.1,
1.8,0.00017554,5.1094E-07,0,1.8,-0.1,
0,8.052E-10,-9.082E-08,0,1.8,-0.2,
0.018,1.2547E-09,-9.16E-08,0,1.8,-0.2,
0.036,-6.97E-10,2.32E-08,0,1.8,-0.2,
0.054,9.426E-10,3.7908E-07,0,1.8,-0.2,
0.072,1.2971E-09,-3.9338E-07,0,1.8,-0.2,
0.09,-1.0461E-09,-4.4708E-07,0,1.8,-0.2,
0.108,-3.503E-10,9.34E-08,0,1.8,-0.2,
0.126,1.2544E-09,3.8012E-07,0,1.8,-0.2,
0.144,1.8857E-09,-7.858E-08,0,1.8,-0.2,
0.162,1.9771E-09,1.112E-08,0,1.8,-0.2,
0.18,5.528E-10,4.434E-08,0,1.8,-0.2,
0.198,3.4643E-09,4.575E-07,0,1.8,-0.2,
0.216,2.9039E-09,-4.8526E-07,0,1.8,-0.2,
0.234,7.7844E-09,5.5976E-07,0,1.8,-0.2,
0.252,9.5336E-09,-4.7904E-07,0,1.8,-0.2,
0.27,1.64062E-08,1.6162E-07,0,1.8,-0.2,
0.288,2.91948E-08,5.6208E-07,0,1.8,-0.2,
0.306,4.42776E-08,-3.8152E-07,0,1.8,-0.2,
0.324,6.94392E-08,4.12E-08,0,1.8,-0.2,
0.342,1.087648E-07,5.531E-07,0,1.8,-0.2,
0.36,1.6048E-07,2.882E-08,0,1.8,-0.2,
0.378,2.3856E-07,-3.5548E-07,0,1.8,-0.2,
0.396,3.4702E-07,4.561E-07,0,1.8,-0.2,
0.414,4.906E-07,1.32E-08,0,1.8,-0.2,
0.432,6.8344E-07,3.818E-08,0,1.8,-0.2,
0.45,9.3084E-07,-1.28E-09,0,1.8,-0.2,
0.468,1.2494E-06,-3.8184E-07,0,1.8,-0.2,
0.486,1.6344E-06,-2.648E-08,0,1.8,-0.2,
0.504,2.1052E-06,-2.7652E-07,0,1.8,-0.2,
0.522,2.6756E-06,3.801E-07,0,1.8,-0.2,
0.54,3.3394E-06,-4.3312E-07,0,1.8,-0.2,
0.558,4.1171E-06,5.0924E-07,0,1.8,-0.2,
0.576,5.0036E-06,-1.424E-08,0,1.8,-0.2,
0.594,5.9881E-06,-1.687E-07,0,1.8,-0.2,
0.612,7.0964E-06,3.824E-07,0,1.8,-0.2,
0.63,8.3008E-06,-4.9528E-07,0,1.8,-0.2,
0.648,9.6354E-06,5.1536E-07,0,1.8,-0.2,
0.666,1.1064E-05,3.792E-08,0,1.8,-0.2,
0.684,1.2578E-05,-7.368E-08,0,1.8,-0.2,
0.702,1.4204E-05,1.5868E-07,0,1.8,-0.2,
0.72,1.5914E-05,-3.9374E-07,0,1.8,-0.2,
0.738,1.7734E-05,5.563E-07,0,1.8,-0.2,
0.756,1.9612E-05,3.8568E-07,0,1.8,-0.2,
0.774,2.1564E-05,-2.1012E-07,0,1.8,-0.2,
0.792,2.3604E-05,4.2702E-07,0,1.8,-0.2,
0.81,2.57E-05,-4.804E-07,0,1.8,-0.2,
0.828,2.787E-05,-1.298E-08,0,1.8,-0.2,
0.846,3.01E-05,1.8778E-07,0,1.8,-0.2,
0.864,3.2362E-05,-4.357E-07,0,1.8,-0.2,
0.882,3.4702E-05,5.2194E-07,0,1.8,-0.2,
0.9,3.7082E-05,-3.606E-08,0,1.8,-0.2,
0.918,3.9488E-05,-4.039E-07,0,1.8,-0.2,
0.936,4.1964E-05,5.2978E-07,0,1.8,-0.2,
0.954,4.4458E-05,3.6E-10,0,1.8,-0.2,
0.972,4.6958E-05,-2.7484E-07,0,1.8,-0.2,
0.99,4.9542E-05,3.9278E-07,0,1.8,-0.2,
1.008,5.211E-05,-4.2274E-07,0,1.8,-0.2,
1.026,5.4704E-05,5.12E-09,0,1.8,-0.2,
1.044,5.734E-05,3.6978E-07,0,1.8,-0.2,
1.062,5.9976E-05,-5.0236E-07,0,1.8,-0.2,
1.08,6.2642E-05,-1E-09,0,1.8,-0.2,
1.098,6.5344E-05,3.1184E-07,0,1.8,-0.2,
1.116,6.803E-05,-4.7238E-07,0,1.8,-0.2,
1.134,7.0744E-05,-2.444E-08,0,1.8,-0.2,
1.152,7.3482E-05,1.789E-07,0,1.8,-0.2,
1.17,7.6212E-05,-4.4328E-07,0,1.8,-0.2,
1.188,7.8978E-05,5.1938E-07,0,1.8,-0.2,
1.206,8.1738E-05,-4.088E-08,0,1.8,-0.2,
1.224,8.4484E-05,-4.0504E-07,0,1.8,-0.2,
1.242,8.7274E-05,5.4146E-07,0,1.8,-0.2,
1.26,9.0028E-05,-2.884E-08,0,1.8,-0.2,
1.278,9.2818E-05,-3.7714E-07,0,1.8,-0.2,
1.296,9.5636E-05,4.4868E-07,0,1.8,-0.2,
1.314,9.8394E-05,-1.75E-08,0,1.8,-0.2,
1.332,0.000101188,-2.8172E-07,0,1.8,-0.2,
1.35,0.000104024,4.0422E-07,0,1.8,-0.2,
1.368,0.00010681,-4.1862E-07,0,1.8,-0.2,
1.386,0.0001099,2.0782E-07,0,1.8,-0.2,
1.404,0.00011268,-3.6686E-07,0,1.8,-0.2,
1.422,0.00011552,8.68E-09,0,1.8,-0.2,
1.44,0.00011832,3.2264E-07,0,1.8,-0.2,
1.458,0.0001211,-4.5358E-07,0,1.8,-0.2,
1.476,0.00012392,5.3902E-07,0,1.8,-0.2,
1.494,0.00012662,-2.876E-08,0,1.8,-0.2,
1.512,0.00012944,-2.7306E-07,0,1.8,-0.2,
1.53,0.00013222,3.6918E-07,0,1.8,-0.2,
1.548,0.00013502,-4.4296E-07,0,1.8,-0.2,
1.566,0.0001378,-7.262E-08,0,1.8,-0.2,
1.584,0.00014062,2.828E-08,0,1.8,-0.2,
1.602,0.00014328,-9.838E-08,0,1.8,-0.2,
1.62,0.00014608,1.6428E-07,0,1.8,-0.2,
1.638,0.00014882,-4.5058E-07,0,1.8,-0.2,
1.656,0.00015166,-4.532E-07,0,1.8,-0.2,
1.674,0.00015434,3.168E-08,0,1.8,-0.2,
1.692,0.00015712,-7.876E-08,0,1.8,-0.2,
1.71,0.00015996,1.0922E-07,0,1.8,-0.2,
1.728,0.0001628,-4.1634E-07,0,1.8,-0.2,
1.746,0.00016558,-2.1516E-07,0,1.8,-0.2,
1.764,0.00016838,9.306E-08,0,1.8,-0.2,
1.782,0.00017106,-3.995E-07,0,1.8,-0.2,
1.8,0.00017374,5.366E-07,0,1.8,-0.2,
0,-7.223E-10,8.928E-08,0,1.8,-0.3,
0.018,-1.1503E-09,7.93E-08,0,1.8,-0.3,
0.036,1.2619E-09,5.5422E-07,0,1.8,-0.3,
0.054,-1.1674E-09,-3.8606E-07,0,1.8,-0.3,
0.072,-5.894E-10,9.596E-08,0,1.8,-0.3,
0.09,9.954E-10,4.0576E-07,0,1.8,-0.3,
0.108,1.4297E-09,-1.0096E-07,0,1.8,-0.3,
0.126,1.5253E-09,-4.3772E-07,0,1.8,-0.3,
0.144,-3.191E-10,1.622E-08,0,1.8,-0.3,
0.162,1.5108E-09,3.4204E-07,0,1.8,-0.3,
0.18,2.3131E-09,-3.898E-07,0,1.8,-0.3,
0.198,1.0601E-09,3.086E-08,0,1.8,-0.3,
0.216,3.9008E-09,3.8402E-07,0,1.8,-0.3,
0.234,4.1337E-09,-4.0578E-07,0,1.8,-0.3,
0.252,9.1457E-09,3.824E-07,0,1.8,-0.3,
0.27,1.31612E-08,-3.2334E-07,0,1.8,-0.3,
0.288,2.07262E-08,4.536E-08,0,1.8,-0.3,
0.306,3.63588E-08,5.5688E-07,0,1.8,-0.3,
0.324,5.53042E-08,-3.897E-07,0,1.8,-0.3,
0.342,8.60044E-08,6.976E-08,0,1.8,-0.3,
0.36,1.3152E-07,-4.8706E-07,0,1.8,-0.3,
0.378,1.991E-07,-4.9462E-07,0,1.8,-0.3,
0.396,2.8618E-07,4.2092E-07,0,1.8,-0.3,
0.414,4.1262E-07,-3.6174E-07,0,1.8,-0.3,
0.432,5.7486E-07,-3.546E-08,0,1.8,-0.3,
0.45,7.8916E-07,8.76E-09,0,1.8,-0.3,
0.468,1.0674E-06,2.984E-08,0,1.8,-0.3,
0.486,1.4102E-06,3.0332E-07,0,1.8,-0.3,
0.504,1.8351E-06,2.936E-08,0,1.8,-0.3,
0.522,2.3533E-06,3.8074E-07,0,1.8,-0.3,
0.54,2.9566E-06,-4.621E-07,0,1.8,-0.3,
0.558,3.6728E-06,5.2576E-07,0,1.8,-0.3,
0.576,4.4913E-06,-1.898E-08,0,1.8,-0.3,
0.594,5.4137E-06,-3.1728E-07,0,1.8,-0.3,
0.612,6.452E-06,3.8972E-07,0,1.8,-0.3,
0.63,7.5995E-06,-4.9816E-07,0,1.8,-0.3,
0.648,8.8634E-06,5.461E-07,0,1.8,-0.3,
0.666,1.02242E-05,-8.472E-08,0,1.8,-0.3,
0.684,1.1696E-05,2.242E-08,0,1.8,-0.3,
0.702,1.3274E-05,-2.288E-08,0,1.8,-0.3,
0.72,1.4922E-05,-1.9706E-07,0,1.8,-0.3,
0.738,1.6672E-05,2.498E-08,0,1.8,-0.3,
0.756,1.852E-05,3.918E-07,0,1.8,-0.3,
0.774,2.0436E-05,-4.3484E-07,0,1.8,-0.3,
0.792,2.2416E-05,9.3E-09,0,1.8,-0.3,
0.81,2.4494E-05,3.7394E-07,0,1.8,-0.3,
0.828,2.6612E-05,-5.0362E-07,0,1.8,-0.3,
0.846,2.8804E-05,2.54E-09,0,1.8,-0.3,
0.864,3.1058E-05,3.0728E-07,0,1.8,-0.3,
0.882,3.335E-05,-4.7462E-07,0,1.8,-0.3,
0.9,3.5706E-05,-3.226E-08,0,1.8,-0.3,
0.918,3.8102E-05,1.681E-07,0,1.8,-0.3,
0.936,4.0524E-05,-4.2868E-07,0,1.8,-0.3,
0.954,4.3014E-05,5.2812E-07,0,1.8,-0.3,
0.972,4.5518E-05,-3.278E-08,0,1.8,-0.3,
0.99,4.8048E-05,-4.0088E-07,0,1.8,-0.3,
1.008,5.0632E-05,5.385E-07,0,1.8,-0.3,
1.026,5.3208E-05,-2.716E-08,0,1.8,-0.3,
1.044,5.5822E-05,-3.5512E-07,0,1.8,-0.3,
1.062,5.847E-05,4.5378E-07,0,1.8,-0.3,
1.08,6.1112E-05,4.1E-09,0,1.8,-0.3,
1.098,6.378E-05,-2.7772E-07,0,1.8,-0.3,
1.116,6.6472E-05,3.9442E-07,0,1.8,-0.3,
1.134,6.9184E-05,-4.1454E-07,0,1.8,-0.3,
1.152,7.1896E-05,7.04E-09,0,1.8,-0.3,
1.17,7.4632E-05,3.6832E-07,0,1.8,-0.3,
1.188,7.739E-05,-5.0436E-07,0,1.8,-0.3,
1.206,8.0146E-05,-1.76E-09,0,1.8,-0.3,
1.224,8.29E-05,3.1052E-07,0,1.8,-0.3,
1.242,8.5642E-05,-4.8612E-07,0,1.8,-0.3,
1.26,8.8304E-05,-1.152E-08,0,1.8,-0.3,
1.278,9.1092E-05,2.096E-07,0,1.8,-0.3,
1.296,9.387E-05,-4.46E-07,0,1.8,-0.3,
1.314,9.6772E-05,4.7046E-07,0,1.8,-0.3,
1.332,9.9552E-05,-8.952E-08,0,1.8,-0.3,
1.35,0.00010236,1.383E-07,0,1.8,-0.3,
1.368,0.00010514,-4.1348E-07,0,1.8,-0.3,
1.386,0.000107956,5.5612E-07,0,1.8,-0.3,
1.404,0.00011076,-3.928E-08,0,1.8,-0.3,
1.422,0.0001136,1.962E-08,0,1.8,-0.3,
1.44,0.00011638,-4.582E-08,0,1.8,-0.3,
1.458,0.00011916,8.88E-09,0,1.8,-0.3,
1.476,0.00012198,1.58E-08,0,1.8,-0.3,
1.494,0.00012476,3.5702E-07,0,1.8,-0.3,
1.512,0.0001276,-4.4788E-07,0,1.8,-0.3,
1.53,0.0001304,5.4898E-07,0,1.8,-0.3,
1.548,0.00013318,-2.82E-08,0,1.8,-0.3,
1.566,0.00013598,-2.6398E-07,0,1.8,-0.3,
1.584,0.00013888,3.708E-07,0,1.8,-0.3,
1.602,0.0001415,-4.407E-07,0,1.8,-0.3,
1.62,0.00014436,-4.47E-08,0,1.8,-0.3,
1.638,0.00014706,1.2948E-07,0,1.8,-0.3,
1.656,0.00014986,-4.0962E-07,0,1.8,-0.3,
1.674,0.00015262,5.0396E-07,0,1.8,-0.3,
1.692,0.0001554,-5.0798E-07,0,1.8,-0.3,
1.71,0.0001582,-6.24E-09,0,1.8,-0.3,
1.728,0.00016106,1.234E-07,0,1.8,-0.3,
1.746,0.0001638,-4.1046E-07,0,1.8,-0.3,
1.764,0.00016656,5.5128E-07,0,1.8,-0.3,
1.782,0.00016918,-2.802E-08,0,1.8,-0.3,
1.8,0.00017184,-3.27E-07,0,1.8,-0.3,
0,6.278E-10,-1.6226E-07,0,1.8,-0.4,
0.018,3.815E-10,-1.4144E-07,0,1.8,-0.4,
0.036,-1.1857E-09,-2.234E-08,0,1.8,-0.4,
0.054,2.837E-10,1.859E-07,0,1.8,-0.4,
0.072,1.3574E-09,-8.718E-08,0,1.8,-0.4,
0.09,-6.491E-10,1.956E-08,0,1.8,-0.4,
0.108,9.931E-10,3.509E-07,0,1.8,-0.4,
0.126,1.4195E-09,-3.8514E-07,0,1.8,-0.4,
0.144,-4.427E-10,2.464E-08,0,1.8,-0.4,
0.162,1.3878E-09,3.7166E-07,0,1.8,-0.4,
0.18,2.0222E-09,-3.9112E-07,0,1.8,-0.4,
0.198,6.063E-10,3.212E-08,0,1.8,-0.4,
0.216,3.2316E-09,3.8814E-07,0,1.8,-0.4,
0.234,2.9911E-09,-4.0978E-07,0,1.8,-0.4,
0.252,7.4287E-09,4.4724E-07,0,1.8,-0.4,
0.27,9.5089E-09,-4.8326E-07,0,1.8,-0.4,
0.288,1.66024E-08,-2.449E-07,0,1.8,-0.4,
0.306,2.74722E-08,3.7076E-07,0,1.8,-0.4,
0.324,4.5093E-08,1.9196E-07,0,1.8,-0.4,
0.342,7.18344E-08,-1.6404E-07,0,1.8,-0.4,
0.36,1.068E-07,-2.5174E-07,0,1.8,-0.4,
0.378,1.638E-07,-4.3556E-07,0,1.8,-0.4,
0.396,2.3728E-07,5.376E-07,0,1.8,-0.4,
0.414,3.4752E-07,-4.3874E-07,0,1.8,-0.4,
0.432,4.8616E-07,-1.6046E-07,0,1.8,-0.4,
0.45,6.7284E-07,4.4322E-07,0,1.8,-0.4,
0.468,9.1604E-07,3.8582E-07,0,1.8,-0.4,
0.486,1.2234E-06,4.354E-08,0,1.8,-0.4,
0.504,1.6063E-06,3.706E-07,0,1.8,-0.4,
0.522,2.0666E-06,-4.5142E-07,0,1.8,-0.4,
0.54,2.6282E-06,5.5876E-07,0,1.8,-0.4,
0.558,3.278E-06,-1.698E-08,0,1.8,-0.4,
0.576,4.036E-06,-2.6642E-07,0,1.8,-0.4,
0.594,4.904E-06,3.827E-07,0,1.8,-0.4,
0.612,5.8708E-06,-4.278E-07,0,1.8,-0.4,
0.63,6.9727E-06,5.6216E-07,0,1.8,-0.4,
0.648,8.1597E-06,1.524E-08,0,1.8,-0.4,
0.666,9.4627E-06,3.3566E-07,0,1.8,-0.4,
0.684,1.08685E-05,-4.0136E-07,0,1.8,-0.4,
0.702,1.238E-05,1.1356E-07,0,1.8,-0.4,
0.72,1.399E-05,-3.9104E-07,0,1.8,-0.4,
0.738,1.5698E-05,5.456E-07,0,1.8,-0.4,
0.756,1.7486E-05,9.018E-08,0,1.8,-0.4,
0.774,1.9348E-05,-1.5224E-07,0,1.8,-0.4,
0.792,2.129E-05,3.7736E-07,0,1.8,-0.4,
