Setup title,"N-18 Id-Vg (fast)"
Classic test name,"I/V Sweep"
Test date,3/21/2017
Test time,15:31:19
Device ID,
Vgate,Idrain,Isubs,Vsource,Vdrain,Vsubs,V4
0.486,1.8386E-07,-4.4832E-07,0,0.05,-0.4,
0.504,2.5208E-07,3.8094E-07,0,0.05,-0.4,
0.522,3.3838E-07,4.0874E-07,0,0.05,-0.4,
0.54,4.4778E-07,4.003E-07,0,0.05,-0.4,
0.558,5.7738E-07,3.8692E-07,0,0.05,-0.4,
0.576,7.3452E-07,4.4392E-07,0,0.05,-0.4,
0.594,9.1424E-07,3.8292E-07,0,0.05,-0.4,
0.612,1.1246E-06,1.1294E-07,0,0.05,-0.4,
0.63,1.3569E-06,-3.9134E-07,0,0.05,-0.4,
0.648,1.6104E-06,4.0504E-07,0,0.05,-0.4,
0.666,1.8806E-06,-4.885E-07,0,0.05,-0.4,
0.684,2.1736E-06,-2.9062E-07,0,0.05,-0.4,
0.702,2.484E-06,7.138E-08,0,0.05,-0.4,
0.72,2.81E-06,-2.4258E-07,0,0.05,-0.4,
0.738,3.1403E-06,3.8698E-07,0,0.05,-0.4,
0.756,3.4949E-06,-4.492E-07,0,0.05,-0.4,
0.774,3.8563E-06,5.5434E-07,0,0.05,-0.4,
0.792,4.2204E-06,-1.542E-08,0,0.05,-0.4,
0.81,4.5877E-06,-1.497E-07,0,0.05,-0.4,
0.828,4.9561E-06,3.9112E-07,0,0.05,-0.4,
0.846,5.3318E-06,-4.5016E-07,0,0.05,-0.4,
0.864,5.7117E-06,-1.1812E-07,0,0.05,-0.4,
0.882,6.1042E-06,9.832E-08,0,0.05,-0.4,
0.9,6.4881E-06,-1.6724E-07,0,0.05,-0.4,
0.918,6.8809E-06,3.1912E-07,0,0.05,-0.4,
0.936,7.2568E-06,-4.2908E-07,0,0.05,-0.4,
0.954,7.6418E-06,5.5324E-07,0,0.05,-0.4,
0.972,8.0279E-06,-2.38E-08,0,0.05,-0.4,
0.99,8.4177E-06,-3.5426E-07,0,0.05,-0.4,
1.008,8.8038E-06,3.8558E-07,0,0.05,-0.4,
1.026,9.1796E-06,-4.8752E-07,0,0.05,-0.4,
1.044,9.5687E-06,5.5264E-07,0,0.05,-0.4,
1.062,9.9393E-06,-1.1296E-07,0,0.05,-0.4,
1.08,1.03086E-05,1.338E-07,0,0.05,-0.4,
1.098,1.06895E-05,-3.9894E-07,0,0.05,-0.4,
1.116,1.10519E-05,4.5018E-07,0,0.05,-0.4,
1.134,1.1434E-05,4.372E-08,0,0.05,-0.4,
1.152,1.1778E-05,-4.884E-08,0,0.05,-0.4,
1.17,1.2142E-05,2.95E-08,0,0.05,-0.4,
1.188,1.2504E-05,-3.018E-08,0,0.05,-0.4,
1.206,1.2848E-05,-1.184E-07,0,0.05,-0.4,
1.224,1.3188E-05,1.904E-08,0,0.05,-0.4,
1.242,1.3534E-05,3.792E-07,0,0.05,-0.4,
1.26,1.3866E-05,-4.6286E-07,0,0.05,-0.4,
1.278,1.4198E-05,-1.0822E-07,0,0.05,-0.4,
1.296,1.4526E-05,1.1082E-07,0,0.05,-0.4,
1.314,1.4846E-05,-2.8764E-07,0,0.05,-0.4,
1.332,1.5176E-05,4.667E-07,0,0.05,-0.4,
1.35,1.549E-05,-1.544E-08,0,0.05,-0.4,
1.368,1.5808E-05,-3.3212E-07,0,0.05,-0.4,
1.386,1.6106E-05,4.4404E-07,0,0.05,-0.4,
1.404,1.6418E-05,1.3618E-07,0,0.05,-0.4,
1.422,1.6696E-05,-2.3314E-07,0,0.05,-0.4,
1.44,1.7E-05,4.0422E-07,0,0.05,-0.4,
1.458,1.7304E-05,4.1056E-07,0,0.05,-0.4,
1.476,1.7578E-05,-1.8628E-07,0,0.05,-0.4,
1.494,1.7848E-05,3.9122E-07,0,0.05,-0.4,
1.512,1.8164E-05,-3.9132E-07,0,0.05,-0.4,
1.53,1.8408E-05,2.13E-08,0,0.05,-0.4,
1.548,1.8668E-05,3.9538E-07,0,0.05,-0.4,
1.566,1.8938E-05,-4.6854E-07,0,0.05,-0.4,
1.584,1.92E-05,2.524E-08,0,0.05,-0.4,
1.602,1.9448E-05,3.9104E-07,0,0.05,-0.4,
1.62,1.967E-05,-4.5606E-07,0,0.05,-0.4,
1.638,1.994E-05,-3.7438E-07,0,0.05,-0.4,
1.656,2.016E-05,9.93E-08,0,0.05,-0.4,
1.674,2.0426E-05,-2.1916E-07,0,0.05,-0.4,
1.692,2.066E-05,4.1348E-07,0,0.05,-0.4,
1.71,2.0904E-05,-4.612E-07,0,0.05,-0.4,
1.728,2.1122E-05,1.372E-08,0,0.05,-0.4,
1.746,2.1352E-05,2.453E-07,0,0.05,-0.4,
1.764,2.158E-05,-3.9542E-07,0,0.05,-0.4,
1.782,2.179E-05,5.5438E-07,0,0.05,-0.4,
1.8,2.2028E-05,5.4904E-07,0,0.05,-0.4,
