Setup title,"N-18 Id-Vg (fast)"
Classic test name,"I/V Sweep"
Test date,3/21/2017
Test time,16:37:26
Device ID,
Vgate,Idrain,Isubs,Vsource,Vdrain,Vsubs
0,1.3287E-09,-3.5978E-07,0,0.01,0
0.018,-1.1285E-09,-3.3046E-07,0,0.01,0
0.036,1.2171E-09,-4.236E-08,0,0.01,0
0.054,1.5871E-09,-3.608E-07,0,0.01,0
0.072,1.7663E-09,-3.0668E-07,0,0.01,0
0.09,2.4462E-09,-1.8774E-07,0,0.01,0
0.108,1.2113E-09,-3.3982E-07,0,0.01,0
0.126,4.6402E-09,3.1968E-07,0,0.01,0
0.144,5.2718E-09,-3.7056E-07,0,0.01,0
0.162,1.19416E-08,4.652E-07,0,0.01,0
0.18,1.97748E-08,1.414E-07,0,0.01,0
0.198,3.45074E-08,-8.242E-08,0,0.01,0
0.216,5.42928E-08,-2.7092E-07,0,0.01,0
0.234,9.23864E-08,3.686E-07,0,0.01,0
0.252,1.4916E-07,-2.316E-07,0,0.01,0
0.27,2.4076E-07,-3.8078E-07,0,0.01,0
0.288,3.831E-07,-1.5342E-07,0,0.01,0
0.306,5.9776E-07,-2.6662E-07,0,0.01,0
0.324,8.982E-07,2.926E-08,0,0.01,0
0.342,1.3448E-06,1.0528E-07,0,0.01,0
0.36,1.9676E-06,4.773E-07,0,0.01,0
0.378,2.8305E-06,-3.632E-08,0,0.01,0
0.396,3.896E-06,-3.0974E-07,0,0.01,0
0.414,5.2537E-06,4.4958E-07,0,0.01,0
0.432,6.8988E-06,-3.678E-08,0,0.01,0
0.45,8.787E-06,-3.2256E-07,0,0.01,0
0.468,1.10047E-05,4.5844E-07,0,0.01,0
0.486,1.3424E-05,-3.6536E-07,0,0.01,0
0.504,1.6088E-05,4.7716E-07,0,0.01,0
0.522,1.8884E-05,-3.271E-07,0,0.01,0
0.54,2.1952E-05,3.01E-08,0,0.01,0
0.558,2.5E-05,3.6482E-07,0,0.01,0
0.576,2.8394E-05,4.3394E-07,0,0.01,0
0.594,3.1586E-05,-1.229E-07,0,0.01,0
0.612,3.5122E-05,3.7154E-07,0,0.01,0
0.63,3.8664E-05,-3.2012E-07,0,0.01,0
0.648,4.2042E-05,3.714E-08,0,0.01,0
0.666,4.5608E-05,4.2618E-07,0,0.01,0
0.684,4.9136E-05,-3.728E-08,0,0.01,0
0.702,5.2904E-05,-3.6394E-07,0,0.01,0
0.72,5.6258E-05,-5.134E-08,0,0.01,0
0.738,5.9942E-05,2.9046E-07,0,0.01,0
