0,-4.17E-06
0.01,0.00024927
0.02,0.00049313
0.03,0.0007359
0.04,0.00097311
0.05,0.0012088
0.06,0.001433
0.07,0.001655
0.08,0.0018751
0.09,0.0020856
0.1,0.0022875
0.11,0.0024858
0.12,0.0026769
0.13,0.0028646
0.14,0.0030464
0.15,0.0032154
0.16,0.0033849
0.17,0.0035491
0.18,0.0037084
0.19,0.003861
0.2,0.0040033
0.21,0.0041458
0.22,0.0042817
0.23,0.0044133
0.24,0.0045397
0.25,0.0046559
0.26,0.0047738
0.27,0.0048849
0.28,0.0049929
0.29,0.0050922
0.3,0.0051899
0.31,0.0052833
0.32,0.0053731
0.33,0.005459
0.34,0.0055376
0.35,0.0056172
0.36,0.0056921
0.37,0.0057657
0.38,0.0058344
0.39,0.0058963
0.4,0.0059602
0.41,0.0060206
0.42,0.0060788
0.43,0.0061347
0.44,0.0061842
0.45,0.0062332
0.46,0.006283
0.47,0.0063286
0.48,0.0063702
0.49,0.0064131
0.5,0.0064511
0.51,0.0064918
0.52,0.0065269
0.53,0.0065605
0.54,0.0065942
0.55,0.006625
0.56,0.0066575
0.57,0.0066867
0.58,0.0067133
0.59,0.0067401
0.6,0.0067678
0.61,0.0067922
0.62,0.0068139
0.63,0.0068379
0.64,0.0068589
0.65,0.0068816
0.66,0.0069021
0.67,0.0069205
0.68,0.0069393
0.69,0.0069573
0.7,0.0069762
0.71,0.0069934
0.72,0.0070074
0.73,0.0070239
0.74,0.0070413
0.75,0.0070549
0.76,0.007069
0.77,0.0070828
0.78,0.0070956
0.79,0.0071118
0.8,0.0071237
0.81,0.0071361
0.82,0.0071476
0.83,0.0071588
0.84,0.0071732
0.85,0.0071832
0.86,0.0071945
0.87,0.0072045
0.88,0.0072165
0.89,0.0072262
0.9,0.0072366
0.91,0.0072453
0.92,0.0072541
0.93,0.0072661
0.94,0.0072744
0.95,0.0072848
0.96,0.0072916
0.97,0.0073016
0.98,0.0073117
0.99,0.0073202
1,0.0073293
1.01,0.007336
1.02,0.0073444
1.03,0.0073546
1.04,0.0073634
1.05,0.0073685
1.06,0.0073775
1.07,0.0073859
1.08,0.0073945
1.09,0.0074029
1.1,0.0074079
1.11,0.0074171
1.12,0.0074238
1.13,0.0074322
1.14,0.0074406
1.15,0.0074452
1.16,0.0074533
1.17,0.0074622
1.18,0.0074691
1.19,0.007474
1.2,0.0074822
1.21,0.0074886
1.22,0.0074969
1.23,0.0075039
1.24,0.0075093
1.25,0.0075165
1.26,0.0075228
1.27,0.007531
1.28,0.0075365
1.29,0.0075419
1.3,0.0075488
1.31,0.0075554
1.32,0.0075643
1.33,0.0075695
1.34,0.007575
1.35,0.0075813
1.36,0.0075877
1.37,0.0075949
1.38,0.0076011
1.39,0.0076067
1.4,0.0076117
1.41,0.0076191
1.42,0.0076249
1.43,0.0076288
1.44,0.0076356
1.45,0.0076439
1.46,0.0076487
1.47,0.007655
1.48,0.0076606
1.49,0.0076667
1.5,0.0076736
1.51,0.0076798
1.52,0.0076865
1.53,0.0076904
1.54,0.0076964
1.55,0.007704
1.56,0.0077091
1.57,0.0077142
1.58,0.0077201
1.59,0.0077271
1.6,0.0077328
1.61,0.007739
1.62,0.0077429
1.63,0.007748
1.64,0.0077562
1.65,0.00776
1.66,0.0077668
1.67,0.0077701
1.68,0.0077758
1.69,0.0077839
1.7,0.0077882
1.71,0.0077944
1.72,0.0077975
1.73,0.0078025
1.74,0.0078089
1.75,0.0078143
1.76,0.0078173
1.77,0.0078242
1.78,0.0078297
1.79,0.0078351
1.8,0.0078415
