0,1.03E-09
0.01,1.25E-09
0.02,1.21E-09
0.03,1.17E-09
0.04,1.13E-09
0.05,1.08E-09
0.06,1.04E-09
0.07,1.24E-09
0.08,1.19E-09
0.09,1.15E-09
0.1,1.10E-09
0.11,1.05E-09
0.12,1.25E-09
0.13,1.19E-09
0.14,1.18E-09
0.15,1.18E-09
0.16,1.09E-09
0.17,9.38E-10
0.18,1.11E-09
0.19,1.03E-09
0.2,1.24E-09
0.21,1.19E-09
0.22,1.09E-09
0.23,-1.24E-09
0.24,1.21E-09
0.25,1.14E-09
0.26,1.11E-09
0.27,1.10E-09
0.28,1.35E-09
0.29,1.21E-09
0.3,1.74E-09
0.31,2.39E-09
0.32,1.92E-09
0.33,4.59E-09
0.34,9.82E-09
0.35,1.87E-08
0.36,3.56E-08
0.37,6.17E-08
0.38,1.03E-07
0.39,1.66E-07
0.4,2.58E-07
0.41,3.91E-07
0.42,5.77E-07
0.43,8.43E-07
0.44,1.21E-06
0.45,1.72E-06
0.46,2.45E-06
0.47,3.46E-06
0.48,4.87E-06
0.49,6.78E-06
0.5,9.36E-06
0.51,1.27E-05
0.52,1.71E-05
0.53,2.25E-05
0.54,2.91E-05
0.55,3.70E-05
0.56,4.62E-05
0.57,5.69E-05
0.58,6.89E-05
0.59,8.23E-05
0.6,9.70E-05
0.61,0.000112814
0.62,0.00012978
0.63,0.00014808
0.64,0.00016716
0.65,0.0001874
0.66,0.00020874
0.67,0.00022988
0.68,0.00025208
0.69,0.00027504
0.7,0.0002986
0.71,0.00032254
0.72,0.00034678
0.73,0.00037154
0.74,0.0003966
0.75,0.00042202
0.76,0.00044762
0.77,0.00047318
0.78,0.0004992
0.79,0.00052518
0.8,0.00055138
0.81,0.0005776
0.82,0.0006038
0.83,0.00063042
0.84,0.00065666
0.85,0.00068298
0.86,0.00070922
0.87,0.00073528
0.88,0.00076164
0.89,0.0007878
0.9,0.00081376
0.91,0.00083974
0.92,0.00086548
0.93,0.00089126
0.94,0.00091698
0.95,0.00094248
0.96,0.00096764
0.97,0.00099272
0.98,0.00101764
0.99,0.00104252
1,0.00106698
1.01,0.00109162
1.02,0.0011159
1.03,0.00113984
1.04,0.0011638
1.05,0.0011878
1.06,0.001211
1.07,0.0012338
1.08,0.0012566
1.09,0.001279
1.1,0.0013018
1.11,0.0013238
1.12,0.0013454
1.13,0.0013666
1.14,0.001388
1.15,0.001409
1.16,0.0014298
1.17,0.0014496
1.18,0.0014694
1.19,0.0014894
1.2,0.0015094
1.21,0.001529
1.22,0.001549
1.23,0.0015676
1.24,0.0015864
1.25,0.0016048
1.26,0.001624
1.27,0.0016424
1.28,0.0016606
1.29,0.001678
1.3,0.0016962
1.31,0.0017132
1.32,0.0017314
1.33,0.0017492
1.34,0.0017666
1.35,0.001783
1.36,0.0017992
1.37,0.0018144
1.38,0.0018306
1.39,0.001846
1.4,0.0018614
1.41,0.001877
1.42,0.001892
1.43,0.001906
1.44,0.0019202
1.45,0.001932
1.46,0.0019458
1.47,0.0019592
1.48,0.0019716
1.49,0.0019836
1.5,0.001996
1.51,0.0020092
1.52,0.002023
1.53,0.002037
1.54,0.0020498
1.55,0.0020628
1.56,0.0020752
1.57,0.0020868
1.58,0.0020982
1.59,0.00211
1.6,0.00212
1.61,0.0021308
1.62,0.002142
1.63,0.0021518
1.64,0.0021624
1.65,0.0021722
1.66,0.0021822
1.67,0.002192
1.68,0.002202
1.69,0.0022116
1.7,0.0022202
1.71,0.0022294
1.72,0.0022382
1.73,0.0022468
1.74,0.002255
1.75,0.0022632
1.76,0.0022716
1.77,0.0022794
1.78,0.002287
1.79,0.0022936
1.8,0.0023004
