0,0.0008377,,,
0.01,0.00083378,,,
0.02,0.00082672,,,
0.03,0.000836,,,
0.04,0.00083248,,,
0.05,0.00082902,,,
0.06,0.00083354,,,
0.07,0.0008297,,,
0.08,0.00082956,,,
0.09,0.00083088,,,
0.1,0.00081862,,,
0.11,0.00082088,,,
0.12,0.00082836,,,
0.13,0.00081762,,,
0.14,0.00082398,,,
0.15,0.0008262,,,
0.16,0.00082192,,,
0.17,0.00082306,,,
0.18,0.00082046,,,
0.19,0.00082538,,,
0.2,0.00082092,,,
0.21,0.00082554,,,
0.22,0.00080826,,,
0.23,0.00080604,,,
0.24,0.00081042,,,
0.25,0.00081268,,,
0.26,0.0008224,,,
0.27,0.00079596,,,
0.28,0.00079076,,,
0.29,0.00079606,,,
0.3,0.00080174,,,
0.31,0.00080362,,,
0.32,0.00080704,,,
0.33,0.00078018,,,
0.34,0.00077534,,,
0.35,0.00077158,,,
0.36,0.0008096,,,
0.37,0.00080786,,,
0.38,0.00079216,,,
0.39,0.00079256,,,
0.4,0.00079956,,,
0.41,0.00080192,,,
0.42,0.00076954,,,
0.43,0.0007871,,,
0.44,0.00076684,,,
0.45,0.00079926,,,
0.46,0.00080584,,,
0.47,0.00081168,,,
0.48,0.00081298,,,
0.49,0.00080688,,,
0.5,0.00079662,,,
0.51,0.0008052,,,
0.52,0.00080646,,,
0.53,0.00080116,,,
0.54,0.00077516,,,
0.55,0.00077238,,,
0.56,0.00064112,,,
0.57,0.0005104,,,
0.58,0.00023536,,,
0.59,0.00030904,,,
0.6,0.00040018,,,
0.61,0.00051356,,,
0.62,0.00064272,,,
0.63,0.00079578,,,
0.64,0.00097224,,,
0.65,0.0011706,,,
0.66,0.0013886,,,
0.67,0.001632,,,
0.68,0.0018972,,,
0.69,0.0021852,,,
0.7,0.0024892,,,
0.71,0.0028182,,,
0.72,0.0031654,,,
0.73,0.0035226,,,
0.74,0.003906,,,
0.75,0.0042962,,,
0.76,0.0046996,,,
0.77,0.0051132,,,
0.78,0.0055494,,,
0.79,0.0059806,,,
0.8,0.006437,,,
0.81,0.0068988,,,
0.82,0.0073728,,,
0.83,0.0078534,,,
0.84,0.0083342,,,
0.85,0.0088332,,,
0.86,0.009332,,,
0.87,0.0098444,,,
0.88,0.0103546,,,
0.89,0.0108782,,,
0.9,0.0114044,,,
0.91,0.011936,,,
0.92,0.012474,,,
0.93,0.013018,,,
0.94,0.013556,,,
0.95,0.014104,,,
0.96,0.014656,,,
0.97,0.015208,,,
0.98,0.01576,,,
0.99,0.016312,,,
1,0.016876,,,
1.01,0.017432,,,
1.02,0.017994,,,
1.03,0.018558,,,
1.04,0.019116,,,
1.05,0.019686,,,
1.06,0.020248,,,
1.07,0.020816,,,
1.08,0.02137,,,
1.09,0.021952,,,
1.1,0.022522,,,
1.11,0.023078,,,
1.12,0.023672,,,
1.13,0.02423,,,
1.14,0.024802,,,
1.15,0.025372,,,
1.16,0.025936,,,
1.17,0.026506,,,
1.18,0.027074,,,
1.19,0.027642,,,
1.2,0.028204,,,
1.21,0.02877,,,
1.22,0.02934,,,
1.23,0.029908,,,
1.24,0.030478,,,
1.25,0.031044,,,
1.26,0.031608,,,
1.27,0.032172,,,
1.28,0.032734,,,
1.29,0.033298,,,
1.3,0.033854,,,
1.31,0.034418,,,
1.32,0.034974,,,
1.33,0.035528,,,
1.34,0.036084,,,
1.35,0.036634,,,
1.36,0.037184,,,
1.37,0.037742,,,
1.38,0.038294,,,
1.39,0.038842,,,
1.4,0.039404,,,
1.41,0.039952,,,
1.42,0.040502,,,
1.43,0.041052,,,
1.44,0.041598,,,
1.45,0.042144,,,
1.46,0.042692,,,
1.47,0.043234,,,
1.48,0.043782,,,
1.49,0.044324,,,
1.5,0.044866,,,
1.51,0.04541,,,
1.52,0.045946,,,
1.53,0.04649,,,
1.54,0.047024,,,
1.55,0.047554,,,
1.56,0.048088,,,
1.57,0.048612,,,
1.58,0.04914,,,
1.59,0.04966,,,
1.6,0.050184,,,
1.61,0.050702,,,
1.62,0.051224,,,
1.63,0.051748,,,
1.64,0.052272,,,
1.65,0.052794,,,
1.66,0.053308,,,
1.67,0.053828,,,
1.68,0.054342,,,
1.69,0.054848,,,
1.7,0.055376,,,
1.71,0.055868,,,
1.72,0.056408,,,
1.73,0.056888,,,
1.74,0.05739,,,
1.75,0.057912,,,
1.76,0.058424,,,
1.77,0.058932,,,
1.78,0.059438,,,
1.79,0.059932,,,
1.8,0.06044,,,
